"ASA Number","Epds>CeAcc","Epds>CeEpd","Epds>BirthWtAcc","Epds>BirthWtEpd","Epds>MceAcc","Epds>MceEpd","Epds>PpaAcc","Epds>PpaEpd","Epds>WeanWtAcc","Epds>WeanWtEpd","Epds>YearlingWtAcc","Epds>YearlingWtEpd","Epds>MarblingAcc","Epds>MarblingEpd","Epds>YieldGradeAcc","Epds>YieldGradeEpd","Epds>BackFatAcc","Epds>BackFatEpd","Epds>BackFatEpd","Epds>RibEyeAcc","Epds>RibEyeEpd","Epds>ShrForceAcc","Epds>ShrForceEpd","Epds>DauWtAcc","Epds>DauWtEpd","Epds>DauHtAcc","Epds>DauHtEpd","Epds>StayAcc","Epds>StayEpd","Epds>Api","Epds>Ti","Epds>FertAcc","Epds>FertEpd","Epds>MilkEpd","Epds>MilkAcc","Epds>MwwAcc","Epds>MwwEpd","Epds>CarcassWtAcc","Epds>CarcassWtEpd","Epds>DocEpd","Epds>DocAcc","Epds>AdgEpd","Epds>AdgAcc","Percentile>CE","Percentile>BW","Percentile>WW","Percentile>YW","Percentile>MCE","Percentile>Milk","Percentile>MWW","Percentile>Stay","Percentile>Doc","Percentile>CW","Percentile>YG","Percentile>Marb","Percentile>BF","Percentile>REA","Percentile>SF","Percentile>API","Percentile>TI","Percentile>ADG","BirthDam>ASA Number","BirthDam>Name","BirthDam>BirthDate","Sire>Name","Sire>ASA Number","Sire>Sire>ASA Number","Sire>Sire>Name","BirthDate","DamProgeny>Total","DamProgeny>Interval","DamProgeny>Males","DamProgeny>Females","DamProgeny>Avg Adj BW","DamProgeny>Avg Adj WW","DamProgeny>Avg Adj YW"
"(2712388)","0.18","5.4","0.32","5.3","0.11","3.0","","","0.19","69.9","0.20","107.1","0.20","0.15","0.18","0.09","0.20","0.011","0.011","0.20","0.07","","","","","","","0.06","14.3","116.2","70.1","","","24.5","0.25","0.31","59.3","0.22","29.2","13.9","0.26","0.23","0.20","99","99","30","35","95","30","25","65","20","55","99","80","99","99","","70","50","40","(2713164)","81TMY8568 - WT680","2001-02-10","HH ADVANTAGE 767G 1ET","(9813101)","(9726711)","CL 1 DOMINO 500E","2003-02-19","6","375","5","1","96","515",""
"(2712410)","0.17","6.6","0.32","5.6","0.10","3.8","","","0.18","64.9","0.19","98.2","0.19","0.13","0.18","0.10","0.20","0.011","0.011","0.20","0.04","","","","","","","0.05","12.1","109.0","64.8","","","10.6","0.25","0.31","42.9","0.21","28.1","8.2","0.26","0.21","0.19","99","99","50","55","90","99","95","80","90","60","99","80","99","99","","85","75","55","(2713408)","81TMY8570","2001-02-17","HH ADVANTAGE 767G 1ET","(9813101)","(9726711)","CL 1 DOMINO 500E","2003-02-24","7","677","3","4","94","437",""
"(2712383)","0.20","13.3","0.32","0.8","0.17","4.7","","","0.20","56.8","0.20","93.3","0.27","0.31","0.23","0.10","0.24","0.034","0.034","0.27","0.10","","","","","","","0.09","11.2","108.8","61.1","","","16.9","0.24","0.29","45.3","0.28","19.8","11.7","0.24","0.23","0.20","35","60","80","65","80","90","90","90","45","90","99","45","99","99","","85","85","40","(2715544)","GR136","2001-02-08","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2003-02-25","7","676","4","3","85","504",""
"(2713013)","0.38","7.3","0.47","1.8","0.22","3.6","","","0.42","58.7","0.42","90.9","0.32","0.29","0.33","-0.17","0.34","-0.024","-0.024","0.38","0.30","","","","","","","0.16","10.4","98.0","60.9","","","20.0","0.43","0.46","49.2","0.41","5.6","4.5","0.36","0.20","0.42","95","80","75","70","90","70","80","90","99","99","75","50","80","99","","95","85","65","(2715908)","EYL371_","1998-01-01","HOMESTEAD BLOCKBUSTER 409","2107744","2074026","BON VIEW BANDO 598","2003-03-15","6","364","4","2","95","457",""
"(2712397)","0.16","11.9","0.28","0.2","0.08","6.7","","","0.18","48.7","0.18","72.7","0.15","0.42","0.17","0.07","0.16","0.019","0.019","0.20","0.16","","","","","","","0.03","6.9","124.7","69.4","","","7.8","0.24","0.27","32.1","0.21","27.7","10.3","0.21","0.15","0.18","50","45","95","95","45","99","99","99","65","60","99","30","99","99","","50","50","90","(2712808)","81TMY8604 - WT514","2001-02-03","","","","","2003-03-19","6","367","4","2","85","396",""
"(2713276)","0.37","13.6","0.47","-2.3","0.15","9.4","","","0.38","30.5","0.38","45.0","0.29","0.03","0.28","-0.13","0.28","-0.045","-0.045","0.33","0.17","","","","","","","0.22","12.6","114.7","54.8","","","28.0","0.42","0.45","43.2","0.34","19.1","9.9","0.36","0.09","0.38","30","10","99","99","10","10","95","80","70","90","85","95","50","99","","70","99","99","(2715344)","EBU389","2002-04-06","CL 1 DOMINO 048K","(2708702)","(9813101)","HH ADVANTAGE 767G 1ET","2004-02-29","9","550","2","7","84","430",""
"(2712657)","0.42","12.2","0.51","0.6","0.25","5.8","","","0.40","37.2","0.40","55.3","0.38","0.31","0.33","0.02","0.33","0.005","0.005","0.39","-0.03","","","","","","","0.21","11.1","122.5","60.4","","","16.6","0.44","0.49","35.1","0.42","7.4","14.4","0.41","0.11","0.40","45","55","99","99","65","95","99","90","15","99","99","45","99","99","","55","90","99","(2715302)","WT040","2000-02-02","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2004-03-25","9","553","4","5","88","408",""
"(2712721)","0.42","5.8","0.50","1.4","0.24","-0.2","","","0.39","45.9","0.40","72.5","0.32","0.33","0.32","0.06","0.31","0.037","0.037","0.39","0.17","","","","","","","0.22","11.7","95.3","53.4","","","21.5","0.43","0.48","44.4","0.41","14.2","5.1","0.41","0.17","0.40","99","75","99","95","99","55","95","85","99","95","99","45","99","99","","95","99","80","(2715535)","ERD313","2001-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2004-03-28","8","629","2","6","90","469","674"
"(2712700)","0.42","17.0","0.47","-2.2","0.23","7.6","","","0.38","27.6","0.39","41.5","0.35","0.10","0.34","0.09","0.35","0.035","0.035","0.41","-0.20","","","","","","","0.23","9.0","90.0","43.2","","","31.2","0.42","0.47","44.9","0.41","-7.4","18.8","0.39","0.09","0.39","10","10","99","99","30","2","90","95","1","99","99","85","99","99","","99","99","99","(2715333)","WT084","1995-02-06","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2004-03-29","8","635","3","5","84","442",""
"(2712638)","0.40","12.8","0.48","0.2","0.21","5.4","","","0.37","40.5","0.38","63.3","0.34","0.45","0.33","0.10","0.34","0.043","0.043","0.39","-0.14","","","","","","","0.19","13.1","137.1","67.2","","","25.5","0.41","0.46","45.7","0.40","-5.7","10.2","0.38","0.14","0.38","40","45","99","99","70","20","90","75","70","99","99","25","99","99","","25","60","95","(2713420)","81TMY8470","2001-04-03","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2004-04-03","8","572","2","6","84","459","561"
"(2712648)","0.32","13.1","0.42","-1.3","0.13","9.0","","","0.35","51.2","0.36","80.1","0.29","0.46","0.27","0.01","0.27","0.028","0.028","0.33","0.40","","","","","","","0.14","4.5","128.7","76.2","","","23.7","0.38","0.42","49.2","0.33","25.7","17.1","0.34","0.18","0.36","35","20","95","85","15","35","80","99","2","70","99","20","99","90","","40","20","75","(2713073)","81TMY8562","2001-04-13","","","","","2004-04-16","7","363","2","5","79","468","612"
"(2713124)","0.16","12.9","0.23","1.1","0.15","4.4","","","0.14","51.1","0.14","79.7","0.19","0.33","0.18","0.05","0.19","0.021","0.021","0.21","0.11","","","","","","","0.07","10.3","104.1","56.9","","","9.7","0.20","0.25","35.2","0.22","17.5","14.9","0.21","0.18","0.14","40","65","95","90","85","99","99","90","10","95","99","45","99","99","","90","95","75","(2715485)","GR219","2003-03-11","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2005-02-25","4","497","1","3","82","422",""
"(3085235)","0.28","9.5","0.34","-0.1","0.09","5.7","","","0.31","46.4","0.31","73.0","0.32","0.22","0.28","-0.28","0.30","-0.058","-0.058","0.32","0.54","","","","","","","0.13","6.2","94.8","58.2","","","29.1","0.31","0.33","52.2","0.34","17.4","11.3","0.27","0.17","0.31","80","35","99","95","65","5","65","99","50","95","40","65","40","70","","95","95","80","","","","","","","","2005-03-01","2","332","1","1","90","481",""
"(2713163)","0.31","8.4","0.40","0.1","0.09","5.0","","","0.33","47.4","0.33","76.4","0.27","0.31","0.26","-0.06","0.27","-0.010","-0.010","0.31","0.22","","","","","","","0.15","3.2","84.3","57.9","","","35.0","0.36","0.39","58.6","0.33","17.6","19.0","0.32","0.18","0.33","90","40","99","90","75","1","30","99","1","90","95","45","95","99","","99","95","75","(2715822)","BU248","1995-01-01","","","","","2005-03-01","7","363","3","4","89","507","763"
"(2713128)","0.48","13.0","0.55","-0.3","0.34","9.6","","","0.50","55.2","0.51","86.4","0.49","0.76","0.40","0.18","0.43","0.054","0.054","0.49","0.04","0.12","0.00","","","","","0.34","18.4","147.6","72.7","","","24.8","0.52","0.54","52.3","0.50","23.6","5.8","0.12","0.20","0.51","35","35","85","75","10","25","65","20","95","75","99","2","99","99","99","10","35","65","(2715653)","GR333","2003-01-01","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2005-03-12","7","365","4","3","81","530","741"
"(2713087)","0.33","21.8","0.41","-2.7","0.10","13.0","","","0.33","41.0","0.33","63.3","0.28","0.57","0.25","0.10","0.20","0.030","0.030","0.33","-0.22","","","","","","","0.14","7.2","148.7","74.7","","","24.7","0.37","0.40","45.1","0.35","-3.0","11.8","0.34","0.14","0.33","1","10","99","99","1","25","90","99","45","99","99","10","99","99","","10","25","95","(2713021)","81TRA7612","2003-04-21","","","","","2005-03-15","6","355","5","1","79","448",""
"(2713245)","0.37","9.2","0.46","-0.4","0.16","6.6","","","0.38","43.5","0.38","67.5","0.36","0.14","0.30","0.07","0.30","0.021","0.021","0.36","0.07","","","","","","","0.16","13.5","94.7","50.8","","","30.7","0.41","0.45","52.4","0.38","16.9","13.0","0.37","0.15","0.38","85","30","99","99","50","3","65","70","30","95","99","80","99","99","","99","99","90","(2715782)","RD523_","1997-02-04","CL1 DOMINO 1172L","(2708700)","(9813101)","HH ADVANTAGE 767G 1ET","2005-03-16","7","365","3","4","83","496","744"
"(2713137)","0.38","13.3","0.47","-1.3","0.14","9.7","","","0.38","34.9","0.38","49.7","0.27","0.00","0.28","-0.01","0.28","-0.028","-0.028","0.34","-0.12","","","","","","","0.18","13.1","112.7","54.2","","","23.6","0.42","0.46","40.9","0.36","14.0","7.4","0.38","0.09","0.38","35","20","99","99","10","35","99","75","95","95","99","95","80","99","","75","99","99","(2715349)","RD431","2001-02-04","CL1 DOMINO 1172L","(2708700)","(9813101)","HH ADVANTAGE 767G 1ET","2005-03-17","9","508","5","4","83","482",""
"(2713094)","0.33","1.4","0.42","3.7","0.12","1.1","","","0.34","45.5","0.34","68.3","0.34","0.24","0.29","-0.03","0.30","-0.006","-0.006","0.35","0.40","","","","","","","0.14","8.1","72.6","47.5","","","23.7","0.38","0.42","46.4","0.36","35.5","11.5","0.35","0.14","0.34","99","99","99","99","99","35","90","99","50","30","99","60","95","90","","99","99","95","(2715287)","GR288","2003-01-01","","","","","2005-03-19","7","366","3","4","95","420",""
"(2713107)","0.38","11.2","0.47","-0.8","0.17","9.0","","","0.38","43.8","0.39","66.6","0.29","0.05","0.29","0.02","0.29","-0.013","-0.013","0.34","0.11","","","","","","","0.18","15.4","97.0","48.9","","","23.3","0.42","0.45","45.1","0.37","29.7","12.0","0.39","0.14","0.39","60","25","99","99","15","40","90","55","40","50","99","95","90","99","","95","99","95","(2715579)","BK080","1995-01-01","CL1 DOMINO 1172L","(2708700)","(9813101)","HH ADVANTAGE 767G 1ET","2005-03-20","8","523","4","4","80","508",""
"(2712097)","0.41","14.2","0.49","-0.5","0.26","6.3","","","0.43","43.3","0.43","68.5","0.37","0.61","0.34","-0.03","0.36","0.016","0.016","0.41","0.31","","","","","","","0.22","10.8","122.4","63.2","","","24.6","0.46","0.48","46.2","0.43","15.2","7.5","0.42","0.16","0.43","25","30","99","99","55","30","90","90","90","95","99","10","99","99","","55","80","85","(2713270)","81TMY8595 - WT508","2001-03-21","B/R NEW DESIGN 323-9150","2243813","2109290","B/R NEW DESIGN 323","2005-03-20","6","666","3","3","81","473","663"
"(2713256)","0.41","13.7","0.47","0.2","0.24","4.6","","","0.39","39.4","0.39","60.2","0.34","0.22","0.33","0.12","0.29","0.039","0.039","0.42","0.12","","","","","","","0.18","12.3","122.8","59.5","","","14.5","0.43","0.46","34.1","0.42","23.6","11.0","0.40","0.13","0.39","30","45","99","99","80","99","99","80","55","75","99","65","99","99","","55","90","99","(2712824)","81TMY8501 - WT555","2001-03-18","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2005-03-26","6","381","4","2","86","421",""
"(2713112)","0.39","10.6","0.47","0.5","0.20","3.4","","","0.38","48.5","0.38","74.2","0.30","0.29","0.32","-0.05","0.33","-0.002","-0.002","0.37","0.22","","","","","","","0.20","10.2","99.1","56.4","","","22.4","0.42","0.46","46.6","0.40","14.4","9.4","0.39","0.16","0.38","70","50","95","95","95","45","90","95","80","95","95","50","95","99","","95","95","85","(2711885)","81VKA9918 - BK24","1995-03-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2005-03-28","9","506","2","7","72","545","725"
"(2713136)","0.39","8.2","0.47","0.6","0.20","1.9","","","0.36","39.4","0.37","60.5","0.36","0.21","0.32","0.03","0.32","0.004","0.004","0.39","-0.13","","","","","","","0.19","11.1","89.0","48.2","","","25.8","0.41","0.45","45.5","0.40","2.3","11.2","0.39","0.13","0.37","90","55","99","99","99","20","90","90","55","99","99","70","99","99","","99","99","99","(2715945)","WT119","1993-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2005-03-30","7","613","4","3","93","487",""
"(2713108)","0.38","13.8","0.46","-0.7","0.20","5.4","","","0.37","40.7","0.38","63.0","0.32","0.15","0.31","-0.04","0.32","-0.002","-0.002","0.37","-0.01","","","","","","","0.17","9.4","92.8","49.8","","","21.6","0.40","0.45","41.9","0.40","-0.4","7.1","0.39","0.14","0.38","25","25","99","99","70","55","99","95","95","99","95","80","95","99","","99","99","95","(2716573)","BK346-00","2000-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2005-03-31","7","616","2","5","75","425",""
"(2713151)","0.43","12.3","0.48","-0.8","0.25","6.9","","","0.42","50.1","0.43","78.8","0.39","0.56","0.35","-0.03","0.38","0.023","0.023","0.43","0.53","","","","","","","0.24","14.5","128.2","66.0","","","21.8","0.45","0.47","46.7","0.43","27.8","5.6","0.41","0.18","0.43","45","25","95","90","45","50","85","65","99","60","99","10","99","70","","40","65","75","(2715572)","PU199_","1999-01-01","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2005-03-31","7","364","4","3","82","483","737"
"(2713204)","0.40","17.6","0.47","-0.1","0.22","8.8","","","0.39","44.1","0.39","67.6","0.33","0.23","0.32","-0.06","0.32","0.011","0.011","0.39","0.06","","","","","","","0.20","13.9","111.6","53.5","","","18.6","0.42","0.46","40.6","0.40","-7.0","14.4","0.39","0.15","0.39","4","35","99","99","15","80","99","70","15","99","95","65","99","99","","80","99","90","(2715348)","RD274","2001-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2005-04-01","7","614","3","4","80","506","690"
"(2713142)","0.36","13.0","0.46","-1.5","0.15","8.5","","","0.37","44.6","0.38","67.5","0.31","0.04","0.30","-0.05","0.30","-0.017","-0.017","0.37","0.39","","","","","","","0.15","12.9","95.8","50.3","","","19.9","0.41","0.44","42.2","0.36","38.8","15.6","0.37","0.14","0.38","35","15","99","99","20","70","99","75","10","20","95","95","90","90","","95","99","95","(2715304)","BU321","2002-01-01","CL1 DOMINO 1172L","(2708700)","(9813101)","HH ADVANTAGE 767G 1ET","2005-04-01","7","362","2","5","75","459",""
"(2713406)","0.41","9.4","0.48","1.0","0.23","2.9","","","0.39","43.5","0.40","67.5","0.37","0.40","0.34","0.08","0.34","0.034","0.034","0.41","0.02","","","","","","","0.20","11.2","102.0","54.8","","","23.6","0.43","0.47","45.2","0.41","8.1","15.0","0.40","0.15","0.40","80","65","99","99","95","35","90","90","10","99","99","30","99","99","","90","99","90","(2715680)","BU386","2002-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2005-04-04","7","362","5","2","89","475",""
"(2713086)","0.37","19.5","0.47","-2.2","0.15","11.3","","","0.37","34.3","0.38","50.3","0.31","0.11","0.29","0.06","0.29","-0.007","-0.007","0.35","-0.16","","","","","","","0.18","9.6","97.6","47.0","","","22.5","0.40","0.45","39.6","0.36","15.3","16.3","0.38","0.10","0.38","2","10","99","99","2","45","99","95","4","95","99","85","95","99","","95","99","99","(2712147)","81TMZ0961","2002-02-06","CL1 DOMINO 1172L","(2708700)","(9813101)","HH ADVANTAGE 767G 1ET","2005-04-04","8","581","3","5","74","455","761"
"(2713084)","0.40","14.3","0.47","0.2","0.24","5.3","","","0.38","43.2","0.39","66.3","0.37","0.16","0.33","-0.06","0.33","0.001","0.001","0.40","0.22","","","","","","","0.20","12.2","99.2","50.9","","","21.8","0.43","0.47","43.3","0.41","12.1","16.9","0.41","0.14","0.39","20","45","99","99","70","50","95","80","3","99","95","75","99","99","","95","99","95","(2715303)","BU302","2002-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2005-04-04","6","375","2","4","83","429","638"
"(2713090)","0.36","8.7","0.46","0.0","0.15","6.2","","","0.38","45.2","0.38","68.5","0.33","0.13","0.30","0.18","0.30","0.020","0.020","0.38","-0.03","","","","","","","0.15","10.2","109.5","60.8","","","24.0","0.41","0.44","46.6","0.38","38.0","14.3","0.37","0.15","0.38","85","40","99","99","55","35","90","95","15","20","99","80","99","99","","80","85","90","(2713266)","81TMZ0968","2002-02-13","CL1 DOMINO 1172L","(2708700)","(9813101)","HH ADVANTAGE 767G 1ET","2005-04-07","7","364","6","1","89","477",""
"(2713145)","0.36","18.4","0.45","-2.6","0.17","12.6","","","0.37","47.0","0.37","72.8","0.33","0.66","0.29","0.13","0.27","0.056","0.056","0.36","0.38","","","","","","","0.16","13.5","164.0","80.1","","","24.2","0.40","0.44","47.7","0.37","36.6","9.6","0.36","0.16","0.37","3","10","99","95","1","30","85","70","75","25","99","4","99","95","","2","10","85","(2715679)","BU343","2002-02-12","","","","","2005-04-18","9","458","7","2","82","523","798"
"(2713089)","0.36","14.9","0.44","0.2","0.14","8.8","","","0.36","51.4","0.37","78.7","0.32","0.39","0.29","-0.08","0.30","-0.006","-0.006","0.35","0.21","","","","","","","0.15","10.9","137.2","72.9","","","21.5","0.40","0.43","47.1","0.36","8.3","-0.8","0.35","0.17","0.37","20","45","95","90","15","55","85","90","99","99","95","35","95","99","","25","35","80","(2712151)","81TMZ0986","2002-03-14","","","","","2005-04-23","9","506","2","7","85","487","712"
"(2713111)","0.35","12.9","0.42","-1.7","0.14","7.8","","","0.35","44.7","0.36","68.0","0.29","0.44","0.28","0.01","0.29","0.018","0.018","0.34","0.35","","","","","","","0.14","6.8","129.2","71.6","","","20.9","0.39","0.41","43.2","0.34","26.6","11.3","0.34","0.15","0.36","40","15","99","99","30","60","95","99","50","65","99","25","99","95","","40","40","90","(2712093)","81TRA5018 - BU368","2002-03-23","","","","","2005-04-24","7","372","3","4","81","473","618"
"(2712731)","0.35","15.8","0.45","-2.8","0.15","9.7","","","0.36","31.9","0.36","47.2","0.35","0.08","0.29","0.00","0.30","-0.009","-0.009","0.35","-0.10","","","","","","","0.17","10.5","117.0","57.3","","","29.9","0.41","0.44","45.8","0.35","4.9","20.1","0.38","0.10","0.36","15","5","99","99","10","4","90","90","1","99","99","90","95","99","","70","95","99","(2715399)","OR285","2004-04-05","CL 1 DOMINO 246M","(2711403)","(9785825)","CL 1 DOMINO 9126J","2006-02-21","7","618","3","4","81","494",""
"(2713170)","0.40","17.2","0.48","-2.0","0.23","10.3","","","0.42","36.7","0.42","57.3","0.35","0.54","0.34","0.17","0.37","0.057","0.057","0.40","0.05","","","","","","","0.22","11.7","123.0","57.6","","","14.9","0.45","0.47","33.1","0.42","17.8","14.6","0.40","0.13","0.42","5","10","99","99","4","99","99","85","15","90","99","15","99","99","","55","95","99","(2715353)","BK042","1990-02-14","N BAR PRIME TIME D806","2178379","2069651","GARDENS PRIME TIME","2006-03-07","7","369","3","4","80","332",""
