"ASA Number","Epds>CeAcc","Epds>CeEpd","Epds>BirthWtAcc","Epds>BirthWtEpd","Epds>MceAcc","Epds>MceEpd","Epds>PpaAcc","Epds>PpaEpd","Epds>WeanWtAcc","Epds>WeanWtEpd","Epds>YearlingWtAcc","Epds>YearlingWtEpd","Epds>MarblingAcc","Epds>MarblingEpd","Epds>YieldGradeAcc","Epds>YieldGradeEpd","Epds>BackFatAcc","Epds>BackFatEpd","Epds>BackFatEpd","Epds>RibEyeAcc","Epds>RibEyeEpd","Epds>ShrForceAcc","Epds>ShrForceEpd","Epds>DauWtAcc","Epds>DauWtEpd","Epds>DauHtAcc","Epds>DauHtEpd","Epds>StayAcc","Epds>StayEpd","Epds>Api","Epds>Ti","Epds>FertAcc","Epds>FertEpd","Epds>MilkEpd","Epds>MilkAcc","Epds>MwwAcc","Epds>MwwEpd","Epds>CarcassWtAcc","Epds>CarcassWtEpd","Epds>DocEpd","Epds>DocAcc","Epds>AdgEpd","Epds>AdgAcc","Percentile>CE","Percentile>BW","Percentile>WW","Percentile>YW","Percentile>MCE","Percentile>Milk","Percentile>MWW","Percentile>Stay","Percentile>Doc","Percentile>CW","Percentile>YG","Percentile>Marb","Percentile>BF","Percentile>REA","Percentile>SF","Percentile>API","Percentile>TI","Percentile>ADG","BirthDam>ASA Number","BirthDam>Name","BirthDam>BirthDate","Sire>Name","Sire>ASA Number","Sire>Sire>ASA Number","Sire>Sire>Name","BirthDate","DamProgeny>Total","DamProgeny>Interval","DamProgeny>Males","DamProgeny>Females","DamProgeny>Avg Adj BW","DamProgeny>Avg Adj WW","DamProgeny>Avg Adj YW"
"(2847837)","0.27","12.4","0.39","1.5","0.16","10.7","","","0.33","63.6","0.32","104.6","0.26","0.32","0.22","-0.03","0.23","-0.008","-0.008","0.27","0.50","","","","","","","0.10","10.3","108.6","66.7","","","32.6","0.30","0.33","64.3","0.27","46.5","6.4","0.33","0.26","0.32","45","75","55","40","3","1","10","90","95","5","99","45","95","75","","85","65","20","(9761352)","81TGQ3916","2011-04-03","DIXON BLK TOP GRID X015","2576092","2473061","DIXON BLK TOP GRID U807","2013-02-23","2","419","2","0","83","635","1005"
"(2847754)","0.41","19.1","0.50","-2.8","0.24","12.0","","","0.45","51.2","0.45","79.0","0.35","0.50","0.34","-0.30","0.36","-0.050","-0.050","0.40","0.49","","","","","","","0.23","18.7","147.5","71.3","","","37.8","0.42","0.46","63.3","0.43","4.8","10.8","0.43","0.17","0.45","2","5","95","90","1","1","10","15","60","99","35","15","50","80","","10","45","80","(9761497)","81TGQ3957","2011-04-23","S D S IN FORCE 112Y","2593861","2081939","HOOKS SHEAR FORCE 38K","2013-02-23","4","370","3","1","70","503","851"
"(2848040)","0.21","9.7","0.37","0.6","0.16","8.0","","","0.27","56.4","0.27","85.0","0.24","0.36","0.22","-0.04","0.22","0.005","0.005","0.27","0.48","","","","","","","0.14","10.7","105.3","61.9","","","16.2","0.24","0.28","44.3","0.27","32.2","25.6","0.27","0.18","0.27","80","55","80","80","25","95","95","90","1","40","95","40","99","80","","90","85","75","(9761792)","81TGQ3917 GR684","2011-03-15","TRAXS VELOCITY Y7","2624432","2320695","S A V FINAL ANSWER 0035","2013-02-23","2","470","1","1","79","444","861"
"(2847947)","0.40","14.0","0.50","0.6","0.21","10.9","","","0.43","56.5","0.43","92.8","0.34","0.20","0.33","-0.12","0.34","-0.029","-0.029","0.39","0.39","","","","","","","0.23","15.6","114.2","61.7","","","37.0","0.40","0.44","65.2","0.42","28.0","2.2","0.39","0.23","0.43","25","55","80","65","3","1","5","50","99","60","85","70","80","90","","75","85","40","(2712580)","81TDK7698","2011-04-14","DIXON BLK TOP GRID X015","2576092","2473061","DIXON BLK TOP GRID U807","2013-02-23","4","392","3","1","79","578","911"
"(2847757)","0.26","9.8","0.37","0.4","0.20","10.0","","","0.32","60.1","0.31","94.0","0.23","0.32","0.20","-0.25","0.22","-0.058","-0.058","0.24","0.48","","","","","","","0.14","12.0","116.7","67.7","","","24.1","0.28","0.30","54.1","0.25","21.6","25.3","0.32","0.21","0.31","75","50","70","65","10","30","55","85","1","85","50","45","40","80","","70","60","55","(9761720)","81TGQ3931","2011-03-28","TRAXS VELOCITY Y7","2624432","2320695","S A V FINAL ANSWER 0035","2013-02-24","2","413","1","1","89","548","739"
"(2848023)","0.41","18.2","0.50","-4.2","0.21","12.4","","","0.44","39.2","0.44","61.0","0.34","0.70","0.33","-0.09","0.34","-0.003","-0.003","0.40","0.19","","","","","","","0.24","15.6","147.4","68.9","","","31.9","0.43","0.47","51.4","0.42","3.2","16.4","0.44","0.14","0.44","3","2","99","99","1","2","70","50","4","99","90","3","95","99","","10","55","95","(2712555)","81TDK7673","2011-03-25","S D S IN FORCE 112Y","2593861","2081939","HOOKS SHEAR FORCE 38K","2013-02-24","4","378","4","0","65","490","953"
"(2848007)","0.27","18.0","0.37","-2.3","0.18","11.2","","","0.32","45.3","0.31","74.9","0.27","0.42","0.23","-0.12","0.23","-0.020","-0.020","0.28","0.32","","","","","","","0.13","9.5","119.7","62.6","","","20.4","0.28","0.30","43.0","0.29","16.0","10.6","0.31","0.19","0.31","3","10","99","95","2","65","95","95","65","95","85","30","90","99","","60","80","70","(2712548)","81TDK7666","2011-04-10","GW NO FAULT 455W","2516219","2370545","GW PREMIUM BEEF 021TS","2013-02-24","2","440","2","0","82","567","883"
"(2848055)","0.38","7.7","0.48","3.0","0.18","7.7","","","0.43","64.6","0.42","103.5","0.38","0.57","0.33","0.10","0.34","-0.001","-0.001","0.40","0.30","","","","","","","0.20","9.6","111.6","69.8","","","27.7","0.39","0.43","59.9","0.40","56.6","5.3","0.40","0.24","0.42","95","95","50","40","30","10","20","95","99","1","99","10","95","99","","80","50","35","(9761253)","81TGQ3969 GR699","2011-05-05","DIXON BLK TOP GRID X015","2576092","2473061","DIXON BLK TOP GRID U807","2013-02-24","4","386","4","0","95","572",""
"(2847994)","0.40","14.6","0.50","0.2","0.20","10.7","","","0.42","47.1","0.42","80.4","0.36","0.46","0.31","-0.03","0.31","-0.008","-0.008","0.37","0.37","","","","","","","0.21","16.1","126.8","62.6","","","36.9","0.41","0.44","60.4","0.39","36.3","7.7","0.42","0.21","0.42","20","45","99","85","3","1","20","45","90","25","99","20","95","95","","45","80","55","(2712562)","81TDK7680","2011-03-31","DIXON BLK TOP GRID X015","2576092","2473061","DIXON BLK TOP GRID U807","2013-02-24","4","371","3","1","75","487","855"
"(2847963)","0.24","10.1","0.34","2.8","0.19","8.9","","","0.28","56.7","0.27","90.4","0.22","0.31","0.20","-0.15","0.20","-0.043","-0.043","0.23","0.49","","","","","","","0.13","9.8","99.4","60.3","","","27.8","0.23","0.27","56.1","0.24","36.4","3.3","0.28","0.21","0.27","75","95","80","70","15","10","40","95","99","25","80","45","50","80","","95","90","55","(2712606)","81TDK7725","2011-05-12","DIXON BLK TOP GRID X015","2576092","2473061","DIXON BLK TOP GRID U807","2013-02-24","1","","0","1","90","558","759"
"(2848032)","0.15","14.1","0.30","0.4","0.12","8.0","","","0.22","52.9","0.21","84.3","0.20","0.51","0.18","-0.04","0.20","-0.007","-0.007","0.21","0.20","","","","","","","0.08","9.4","116.5","65.3","","","22.6","0.15","0.18","49.0","0.22","17.4","14.0","0.25","0.20","0.21","25","50","90","80","25","45","80","95","20","95","95","15","95","99","","70","70","65","(2712475)","81TDK7592","2011-03-11","GW NO FAULT 455W","2516219","2370545","GW PREMIUM BEEF 021TS","2013-02-24","0","","0","0","","",""
"(2847898)","0.25","13.8","0.37","0.1","0.16","10.5","","","0.31","54.1","0.30","89.7","0.22","0.43","0.20","-0.05","0.21","-0.014","-0.014","0.24","0.45","","","","","","","0.12","8.6","112.0","66.0","","","35.0","0.27","0.29","62.0","0.25","40.2","7.0","0.32","0.22","0.30","25","40","90","70","4","1","15","99","95","15","95","25","90","85","","80","65","50","(2712529)","81TDK7647","2011-03-18","DIXON BLK TOP GRID X015","2576092","2473061","DIXON BLK TOP GRID U807","2013-02-24","1","","0","1","86","590","838"
"(2847951)","0.24","19.2","0.36","-4.3","0.20","12.0","","","0.30","41.5","0.29","65.3","0.21","0.77","0.20","-0.12","0.21","-0.025","-0.025","0.22","0.33","","","","","","","0.12","12.9","148.8","72.0","","","26.8","0.22","0.24","47.5","0.23","20.6","13.7","0.31","0.15","0.29","2","2","99","99","1","15","85","75","20","85","85","2","80","95","","10","40","90","(2712582)","81TDK7700","2011-04-11","BAR CK TEBOW 1006X","2614607","2414537","GW PREDESTINED 701T","2013-02-24","1","","1","0","70","",""
"(2847917)","0.41","14.0","0.51","-2.1","0.25","6.9","","","0.44","51.1","0.45","77.5","0.37","0.64","0.33","-0.12","0.34","-0.023","-0.023","0.40","0.52","","","","","","","0.27","19.8","148.1","70.9","","","24.1","0.44","0.48","49.6","0.41","34.1","10.2","0.43","0.17","0.45","25","10","95","90","45","30","75","10","70","35","85","5","80","75","","10","45","80","(2712520)","81TDK7637","2011-04-14","BAR CK TEBOW 1006X","2614607","2414537","GW PREDESTINED 701T","2013-02-24","4","383","2","2","77","488","763"
"(2847923)","0.41","19.7","0.50","-1.3","0.22","12.6","","","0.44","54.0","0.44","92.8","0.41","0.48","0.34","-0.20","0.34","-0.053","-0.053","0.40","0.33","","","","","","","0.24","10.8","131.1","70.0","","","28.7","0.43","0.46","55.6","0.44","17.0","8.1","0.42","0.24","0.44","1","20","90","65","1","10","45","90","90","95","65","20","40","95","","35","50","35","(2712552)","81TDK7670","2011-04-17","GW NO FAULT 455W","2516219","2370545","GW PREMIUM BEEF 021TS","2013-02-25","4","375","4","0","82","547","940"
"(2847794)","0.26","19.0","0.37","-3.5","0.18","10.7","","","0.32","51.0","0.31","83.9","0.26","0.37","0.24","-0.12","0.25","-0.022","-0.022","0.28","0.34","","","","","","","0.12","9.3","122.3","66.7","","","23.9","0.30","0.33","49.3","0.30","18.2","7.8","0.32","0.21","0.31","2","3","95","80","3","35","80","95","90","90","85","35","80","95","","55","65","55","(2712547)","81TDK7665","2011-03-03","GW NO FAULT 455W","2516219","2370545","GW PREMIUM BEEF 021TS","2013-02-26","2","444","1","1","62","468",""
"(2848041)","0.42","15.6","0.51","-0.8","0.24","9.1","","","0.44","50.8","0.44","85.6","0.37","0.27","0.34","-0.30","0.35","-0.075","-0.075","0.42","0.33","0.02","-0.33","","","","","0.26","15.4","121.3","61.8","","","26.1","0.44","0.46","51.4","0.43","7.8","10.7","0.36","0.22","0.44","15","25","95","80","15","20","70","55","60","99","35","55","20","95","50","60","85","50","(9761365)","81TGQ3961 GR635","2011-03-28","GW NO FAULT 455W","2516219","2370545","GW PREMIUM BEEF 021TS","2013-02-26","4","363","1","3","75","423",""
"(2847948)","0.43","16.7","0.51","-3.1","0.27","9.7","","","0.46","44.0","0.46","63.8","0.42","0.35","0.35","-0.34","0.37","-0.056","-0.056","0.42","0.56","","","","","","","0.26","17.6","130.6","61.7","","","25.7","0.45","0.48","47.6","0.44","5.5","17.7","0.43","0.12","0.46","10","4","99","99","10","20","85","25","2","99","25","40","40","65","","35","85","99","(2712511)","81TDK7628","2011-02-22","S D S IN FORCE 112Y","2593861","2081939","HOOKS SHEAR FORCE 38K","2013-02-26","4","369","3","1","77","527","856"
"(2847753)","0.18","10.7","0.33","1.0","0.14","6.9","","","0.25","46.0","0.24","74.0","0.20","0.37","0.19","-0.06","0.20","-0.017","-0.017","0.22","0.41","","","","","","","0.08","8.5","99.3","57.2","","","27.9","0.16","0.20","50.8","0.22","36.8","8.7","0.27","0.17","0.24","65","65","99","95","45","10","70","99","85","25","95","35","90","90","","95","95","80","(9761231)","81TGQ3944","2011-04-04","DIXON BLK TOP GRID X015","2576092","2473061","DIXON BLK TOP GRID U807","2013-02-26","1","","1","0","60","",""
"(2847950)","0.26","12.8","0.38","-0.7","0.20","8.6","","","0.31","50.0","0.30","76.5","0.26","0.81","0.23","-0.09","0.25","-0.010","-0.010","0.26","0.42","","","","","","","0.16","14.5","142.2","72.7","","","26.4","0.31","0.34","51.3","0.28","26.3","10.7","0.34","0.17","0.30","40","25","95","90","20","15","70","65","60","65","90","1","95","90","","15","35","80","(2712505)","81TDK7622","2011-04-17","BAR CK TEBOW 1006X","2614607","2414537","GW PREDESTINED 701T","2013-02-26","2","462","1","1","80","532","785"
"(2848006)","0.42","14.1","0.51","-2.2","0.24","8.8","","","0.44","54.9","0.44","80.9","0.39","0.62","0.34","-0.04","0.34","0.003","0.003","0.41","0.26","","","","","","","0.26","16.7","141.8","72.2","","","23.2","0.43","0.45","50.6","0.43","17.0","14.7","0.44","0.16","0.44","25","10","85","85","15","40","75","35","10","95","95","10","99","99","","15","40","85","(2712609)","81TDK7728","2011-04-02","S D S IN FORCE 112Y","2593861","2081939","HOOKS SHEAR FORCE 38K","2013-02-27","4","374","2","2","75","487",""
"(2848042)","0.42","16.0","0.50","-3.2","0.25","8.6","","","0.45","55.3","0.45","84.5","0.40","0.29","0.34","-0.08","0.36","0.000","0.000","0.41","0.57","","","","","","","0.28","16.7","128.7","65.5","","","19.1","0.44","0.47","46.7","0.43","33.2","17.3","0.41","0.18","0.45","10","4","85","80","20","75","85","35","2","35","95","50","99","65","","40","70","75","(2712443)","81TDK7559","2011-03-24","GW PARAMOUNT 718Y","2605931","2414537","GW PREDESTINED 701T","2013-02-27","4","380","2","2","70","480","681"
"(2847798)","0.42","18.7","0.52","-3.0","0.25","9.3","","","0.45","44.2","0.46","72.7","0.41","0.28","0.36","-0.17","0.39","-0.029","-0.029","0.42","0.31","","","","","","","0.27","16.6","128.3","60.6","","","31.5","0.44","0.47","53.6","0.45","10.0","21.5","0.40","0.18","0.46","2","4","99","95","10","2","55","40","1","99","75","55","80","99","","40","90","75","(2712570)","81TDK7688","2011-02-25","GW NO FAULT 455W","2516219","2370545","GW PREMIUM BEEF 021TS","2013-02-27","4","379","4","0","76","503","978"
"(2847799)","0.23","15.9","0.35","-3.0","0.19","10.7","","","0.29","59.1","0.28","90.4","0.26","0.53","0.23","-0.24","0.25","-0.036","-0.036","0.27","0.53","0.02","-0.29","","","","","0.16","13.9","138.6","75.6","","","30.3","0.20","0.23","59.8","0.28","13.2","9.9","0.27","0.20","0.28","10","4","75","70","3","3","20","70","70","99","50","15","65","70","75","20","25","65","(2712430)","81TDK7546","2011-02-23","S D S IN FORCE 112Y","2593861","2081939","HOOKS SHEAR FORCE 38K","2013-02-27","1","","1","0","59","",""
"(2847839)","0.26","16.1","0.37","-2.6","0.20","9.0","","","0.31","52.2","0.31","78.4","0.27","0.38","0.23","-0.10","0.24","0.011","0.011","0.28","0.56","","","","","","","0.14","9.8","117.4","65.3","","","20.2","0.30","0.34","46.2","0.29","22.1","14.5","0.27","0.16","0.31","10","10","90","90","15","65","90","95","15","80","90","35","99","65","","65","70","85","(9761248)","81TGQ3907","2011-03-28","GW PARAMOUNT 718Y","2605931","2414537","GW PREDESTINED 701T","2013-02-28","2","411","1","1","69","469","731"
"(2847976)","0.32","12.9","0.41","0.1","0.25","8.2","","","0.36","67.8","0.36","109.7","0.30","0.57","0.26","-0.11","0.28","-0.024","-0.024","0.31","0.48","0.02","-0.47","","","","","0.19","12.8","133.0","76.8","","","22.4","0.30","0.31","56.2","0.31","33.9","16.1","0.26","0.26","0.36","40","40","40","25","20","45","40","75","4","35","90","10","80","80","5","30","20","20","(2712454)","81TDK7570","2011-03-04","GW PREMIER 734Y","2606048","2370545","GW PREMIUM BEEF 021TS","2013-02-28","1","","0","1","80","",""
"(2847991)","0.31","13.8","0.41","-0.9","0.21","11.2","","","0.35","52.7","0.34","83.4","0.29","0.47","0.23","-0.03","0.24","0.012","0.012","0.26","0.41","","","","","","","0.17","11.5","120.2","66.0","","","26.1","0.33","0.36","52.3","0.28","25.3","18.0","0.36","0.19","0.34","25","25","90","80","2","20","65","85","2","70","99","20","99","90","","60","65","70","(2712500)","81TDK7617","2011-03-20","TRAXS VELOCITY Y7","2624432","2320695","S A V FINAL ANSWER 0035","2013-02-28","3","391","1","2","65","484","714"
"(2847793)","0.39","11.0","0.50","1.7","0.21","7.5","","","0.43","58.6","0.43","98.3","0.38","0.37","0.33","0.00","0.33","-0.019","-0.019","0.40","0.12","","","","","","","0.23","15.0","116.9","63.9","","","26.5","0.42","0.45","55.7","0.42","29.5","13.0","0.42","0.25","0.43","65","80","75","55","30","15","45","55","30","55","99","35","90","99","","70","75","25","(2712592)","81TDK7710","2011-03-14","GW NO FAULT 455W","2516219","2370545","GW PREMIUM BEEF 021TS","2013-02-28","4","376","2","2","87","543","1231"
"(2847975)","0.31","16.6","0.42","-4.0","0.21","10.3","","","0.35","55.2","0.34","86.6","0.26","0.45","0.23","-0.10","0.23","-0.002","-0.002","0.27","0.45","","","","","","","0.16","13.9","134.8","71.5","","","25.6","0.34","0.38","53.2","0.28","19.4","14.9","0.38","0.20","0.34","10","2","85","75","4","20","60","70","10","90","90","25","95","85","","30","40","65","(2712596)","81TDK7714","2011-05-02","GW PARAMOUNT 718Y","2605931","2414537","GW PREDESTINED 701T","2013-02-28","4","372","1","3","70","494","1156"
"(2848026)","0.26","15.2","0.38","-1.4","0.23","10.3","","","0.31","63.9","0.30","100.5","0.27","0.61","0.24","-0.22","0.26","-0.035","-0.035","0.29","0.46","0.03","-0.37","","","","","0.17","12.8","139.2","78.4","","","29.7","0.28","0.30","61.6","0.29","13.7","16.6","0.27","0.23","0.30","15","15","55","50","4","4","15","75","3","99","55","10","65","85","35","20","15","40","(2712495)","81TDK7612","2011-02-21","S D S IN FORCE 112Y","2593861","2081939","HOOKS SHEAR FORCE 38K","2013-02-28","2","380","2","0","71","581",""
"(2847765)","0.39","10.7","0.50","1.4","0.19","8.7","","","0.43","56.1","0.42","92.0","0.37","0.42","0.32","0.00","0.34","-0.004","-0.004","0.38","0.14","","","","","","","0.20","14.3","116.6","64.4","","","33.8","0.40","0.44","61.8","0.38","22.1","-4.2","0.41","0.22","0.42","65","75","85","65","15","1","15","65","99","80","99","30","95","99","","70","75","50","(9761788)","81TGQ3964","2011-05-12","DIXON BLK TOP GRID X015","2576092","2473061","DIXON BLK TOP GRID U807","2013-02-28","4","352","3","1","81","499",""
"(2847980)","0.20","18.6","0.34","-4.6","0.19","10.9","","","0.26","42.2","0.24","61.7","0.23","0.70","0.19","-0.11","0.21","-0.020","-0.020","0.23","0.24","","","","","","","0.14","14.0","145.8","70.0","","","22.5","0.19","0.22","43.5","0.23","12.6","5.2","0.29","0.12","0.24","2","1","99","99","3","45","95","70","99","99","90","3","90","99","","10","50","99","(2712618)","81TDK7737","2011-04-14","BAR CK TEBOW 1006X","2614607","2414537","GW PREDESTINED 701T","2013-02-28","1","","0","1","62","",""
"(2847933)","0.28","13.5","0.40","-1.2","0.24","6.0","","","0.33","58.5","0.33","92.8","0.28","0.37","0.25","-0.24","0.27","-0.040","-0.040","0.30","0.62","0.03","-0.38","","","","","0.20","15.1","125.9","68.5","","","26.9","0.28","0.31","56.1","0.30","22.9","22.0","0.28","0.21","0.33","30","20","75","65","60","15","40","55","1","80","50","35","65","55","30","50","55","55","(2712576)","81TDK7694","2011-02-24","GW PARAMOUNT 718Y","2605931","2414537","GW PREDESTINED 701T","2013-02-28","2","388","0","2","62","471","637"
"(2848054)","0.41","16.7","0.49","-1.8","0.25","11.6","","","0.44","50.8","0.44","74.0","0.36","0.67","0.33","-0.13","0.33","-0.021","-0.021","0.40","-0.02","","","","","","","0.24","15.7","143.5","71.4","","","26.8","0.42","0.45","52.1","0.41","-11.9","12.6","0.43","0.15","0.44","10","15","95","95","2","15","65","50","35","99","85","3","80","99","","15","40","90","(2712469)","81TDK7585","2011-04-03","S D S IN FORCE 112Y","2593861","2081939","HOOKS SHEAR FORCE 38K","2013-03-01","4","381","2","2","81","525","782"
"(2847792)","0.37","14.2","0.49","1.1","0.20","10.2","","","0.42","54.5","0.41","90.5","0.32","0.33","0.31","-0.11","0.32","-0.036","-0.036","0.38","0.22","","","","","","","0.21","12.1","112.8","63.0","","","36.7","0.40","0.44","63.8","0.39","22.2","6.3","0.40","0.22","0.41","25","65","85","70","5","1","10","80","95","80","90","45","65","99","","75","80","50","(2712476)","81TDK7593","2011-03-15","DIXON BLK TOP GRID X015","2576092","2473061","DIXON BLK TOP GRID U807","2013-03-01","4","379","1","3","74","503","778"
"(2847981)","0.35","17.2","0.45","-2.9","0.16","11.0","","","0.38","47.6","0.38","75.4","0.33","0.51","0.28","-0.13","0.29","-0.016","-0.016","0.33","0.33","","","","","","","0.15","1.3","108.9","67.6","","","28.8","0.37","0.41","52.5","0.36","11.7","0.1","0.38","0.17","0.38","5","5","99","95","3","10","65","99","99","99","85","15","90","95","","85","60","80","(2712621)","81TDK7740","2011-04-16","`13-MULTISR SM-AN GRP","(2831814)","","","2013-03-01","4","381","2","2","65","492","740"
