,ASA Number,Epds>CeAcc,Epds>CeEpd,Epds>BirthWtAcc,Epds>BirthWtEpd,Epds>MceAcc,Epds>MceEpd,Epds>PpaAcc,Epds>PpaEpd,Epds>WeanWtAcc,Epds>WeanWtEpd,Epds>YearlingWtAcc,Epds>YearlingWtEpd,Epds>MarblingAcc,Epds>MarblingEpd,Epds>YieldGradeAcc,Epds>YieldGradeEpd,Epds>BackFatAcc,Epds>BackFatEpd,Epds>BackFatEpd,Epds>RibEyeAcc,Epds>RibEyeEpd,Epds>ShrForceAcc,Epds>ShrForceEpd,Epds>DauWtAcc,Epds>DauWtEpd,Epds>DauHtAcc,Epds>DauHtEpd,Epds>StayAcc,Epds>StayEpd,Epds>Api,Epds>Ti,Epds>FertAcc,Epds>FertEpd,Epds>MilkEpd,Epds>MilkAcc,Epds>MwwAcc,Epds>MwwEpd,Epds>CarcassWtAcc,Epds>CarcassWtEpd,Epds>DocEpd,Epds>DocAcc,Epds>AdgEpd,Epds>AdgAcc,Percentile>CE,Percentile>BW,Percentile>WW,Percentile>YW,Percentile>MCE,Percentile>Milk,Percentile>MWW,Percentile>Stay,Percentile>Doc,Percentile>CW,Percentile>YG,Percentile>Marb,Percentile>BF,Percentile>REA,Percentile>SF,Percentile>API,Percentile>TI,Percentile>ADG,BirthDam>ASA Number,BirthDam>Name,BirthDam>BirthDate,Sire>Name,Sire>ASA Number,Sire>Sire>ASA Number,Sire>Sire>Name,BirthDate,DamProgeny>Total,DamProgeny>Interval,DamProgeny>Males,DamProgeny>Females,DamProgeny>Avg Adj BW,DamProgeny>Avg Adj WW,DamProgeny>Avg Adj YW,Bads,adf1,2616993,0.77,12.9,0.89,-0.2,0.64,8.4,,,0.86,61.0,0.86,104.7,0.71,0.81,0.55,0.03,0.62,0.002,0.002,0.69,0.24,0.17,-0.43,,,,,0.52,22.8,170.9,81.4,,,28.9,0.74,0.76,59.3,0.73,32.7,10.0,0.65,0.27,0.86,40,35,65,40,20,10,25,1,70,40,99,1,99,99,15,1,10,15,2356714,JC MISS USPB 610S,2006-02-11,GW PREDESTINED 701T,2414537,2191567,G A R PREDESTINED,2011-02-12,> 500,Sire,261,239,78,603,958,
12,2725973,0.52,21.8,0.66,-6.5,0.35,13.7,,,0.61,38.7,0.60,61.3,0.53,0.84,0.44,-0.18,0.49,-0.021,-0.021,0.53,0.38,0.04,-0.53,,,,,0.26,21.6,183.2,77.7,,,30.7,0.47,0.48,50.0,0.54,6.0,7.9,0.44,0.14,0.60,1,1,99,99,1,3,75,2,90,99,70,1,80,95,1,1,15,95,2604141,GW MISS GPRD 277X,2010-03-11,GW PREMIUM BEEF 021TS,2370545,2224077,G A R US PREMIUM BEEF,2012-02-13,43,Sire,20,23,73,449,653,
13,2725974,0.48,16.1,0.63,-1.8,0.29,10.6,,,0.59,52.2,0.59,84.1,0.30,0.64,0.29,-0.17,0.29,-0.040,-0.040,0.35,0.43,0.02,-0.27,,,,,0.24,17.4,153.7,74.8,,,31.4,0.44,0.46,57.4,0.37,26.5,18.6,0.45,0.20,0.59,10,15,90,80,4,2,35,30,1,65,75,5,65,90,80,4,25,65,2523607,GW MISS PREDESTINED 051W,2009-02-20,GW BLUE MOON 582W,2516286,2244076,RAB-EGL BLUE MOON 4407M,2012-02-23,34,Sire,15,19,79,459,719,
14,2682360,0.42,17.6,0.52,-1.3,0.28,9.6,,,0.48,50.1,0.48,74.6,0.31,0.71,0.26,-0.16,0.26,-0.031,-0.031,0.31,0.60,0.04,-0.47,,,,,0.19,12.3,146.2,73.5,,,23.0,0.38,0.38,48.0,0.32,35.7,13.6,0.43,0.15,0.48,4,20,95,95,10,40,85,80,20,25,75,2,65,60,5,10,35,90,2346552,BAR CK MS VISION 313S,2006-03-13,TEX AMBUSH 9106,2571191,2329597,B/R AMBUSH 28,2012-01-10,18,Sire,13,5,81,469,707,
15,2682445,0.52,17.4,0.67,-3.5,0.34,7.9,,,0.64,44.4,0.64,65.9,0.35,0.56,0.31,-0.14,0.30,-0.047,-0.047,0.38,0.18,0.03,-0.40,,,,,0.26,14.7,144.3,69.1,,,25.0,0.47,0.49,47.2,0.40,16.2,12.7,0.48,0.13,0.64,5,3,99,99,25,25,85,60,30,95,80,10,50,99,20,15,55,99,2520381,BAR CK 036TS A906W,2009-09-06,UI FLYING H RESURRECTION,2394415,2170197,RDDS FUTUREPROTOTYPE 13M,2011-11-05,53,Sire,31,22,79,470,704,
16,2941803,0.57,21.0,0.68,-3.3,0.34,12.6,,,0.64,51.4,0.62,76.1,0.57,0.78,0.47,-0.24,0.53,-0.012,-0.012,0.58,0.62,,,,,,,0.21,16.1,166.9,80.1,,,30.6,0.48,0.50,56.2,0.59,5.6,7.7,0.58,0.15,0.62,1,4,95,90,1,3,40,45,90,99,50,1,90,55,,1,10,90,2640648,KSU MISS SHEAR FORCE 8Z,2012-01-14,G A R PROGRESS,2570885,2191567,G A R PREDESTINED,2014-01-13,50,Sire,40,10,73,503,802,
17,2682394,0.72,18.1,0.85,-4.9,0.57,12.0,,,0.82,41.3,0.79,60.9,0.72,0.94,0.55,-0.07,0.64,0.013,0.013,0.67,0.38,0.17,-0.47,,,,,0.41,17.9,173.2,79.1,,,34.0,0.67,0.68,54.6,0.72,11.5,21.2,0.74,0.12,0.79,3,1,99,99,1,1,50,25,1,99,95,1,99,95,5,1,15,99,2480164,BAR CK SHEER FORCE 1226U,2008-12-26,THOMAS GRADE UP 6849,2471760,2191567,G A R PREDESTINED,2011-12-06,390,Sire,197,193,76,525,909,
18,2813893,0.63,17.6,0.78,-0.4,0.46,7.9,,,0.74,69.7,0.72,105.5,0.61,0.38,0.48,-0.26,0.55,-0.048,-0.048,0.59,0.74,0.16,-0.49,,,,,0.28,20.2,150.9,76.6,,,21.9,0.56,0.57,56.7,0.60,32.7,25.4,0.70,0.22,0.72,4,30,35,35,25,50,40,5,1,40,45,35,50,30,3,10,20,50,2587222,DAMAR KRISTAN Y164,2011-03-27,CONNEALY IN SURE 8524,2627830,2326312,MYTTY IN FOCUS,2013-01-12,149,Sire,78,71,78,500,867,
19,2889727,0.60,15.3,0.74,0.9,0.38,12.0,,,0.70,67.4,0.68,109.3,0.54,0.92,0.43,-0.21,0.46,-0.035,-0.035,0.51,0.61,,,,,,,0.25,19.4,174.3,87.6,,,25.3,0.51,0.51,59.0,0.56,26.5,18.8,0.65,0.26,0.68,15,60,40,30,1,25,25,10,1,65,60,1,65,55,,1,1,20,2640649,KSU MISS SHEAR FORCE 9Z,2012-01-15,G A R PROGRESS,2570885,2191567,G A R PREDESTINED,2014-01-13,88,Sire,57,31,79,501,909,
20,2912129,0.59,16.2,0.68,-4.0,0.31,8.4,,,0.64,53.3,0.62,87.3,0.58,1.33,0.45,-0.10,0.50,-0.024,-0.024,0.55,0.36,0.18,-0.31,,,,,0.19,22.9,206.9,94.8,,,27.6,0.44,0.45,54.2,0.58,27.8,13.1,0.50,0.21,0.62,10,2,90,75,20,10,55,1,25,60,90,1,80,95,65,1,1,55,2809096,BAR CK MS 9106 1003Z,2012-10-03,BAR CK TEBOW 1006X,2614607,2414537,GW PREDESTINED 701T,2014-09-11,67,Sire,35,32,70,522,932,
21,2545802,0.95,16.8,0.97,-1.0,0.92,11.5,,,0.97,83.2,0.97,135.2,0.91,1.31,0.65,0.30,0.87,0.081,0.081,0.89,0.23,,,,,,,0.50,10.6,163.8,95.0,,,28.8,0.92,0.92,70.3,0.92,49.2,14.6,0.66,0.33,0.97,10,20,3,2,2,10,2,90,15,3,99,1,99,99,,2,1,1,,,,C R A BEXTOR 872 5205 608,2186934,2178375,B A R EXT TRAVELER 205,2008-08-15,> 500,Sire,275,225,78,625,1058,
22,2800825,0.63,20.9,0.78,-2.2,0.47,12.5,,,0.75,61.8,0.74,94.6,0.52,0.73,0.44,0.14,0.45,0.049,0.049,0.54,0.27,,,,,,,0.30,14.9,155.4,79.5,,,27.3,0.57,0.59,58.1,0.56,34.8,14.5,0.57,0.20,0.74,1,10,65,60,1,15,30,60,15,30,99,2,99,99,,4,10,65,2455280,GCCR MS BIGBOY U 537,2008-03-16,G A R PROPHET,2545802,2186934,C R A BEXTOR 872 5205 608,2013-01-22,121,Sire,68,53,78,505,826,
23,2808989,0.62,15.2,0.73,-3.1,0.40,12.8,,,0.69,54.0,0.69,80.5,0.58,0.70,0.48,-0.10,0.54,-0.011,-0.011,0.58,0.15,0.17,-0.60,,,,,0.29,11.4,145.3,78.1,,,30.6,0.52,0.54,57.5,0.62,1.9,14.8,0.44,0.17,0.69,15,4,90,85,1,3,35,85,10,99,90,3,90,99,1,15,15,80,2480970,BAR CK SHEER FORCE 1230U,2008-12-30,RITO 9M25 OFRITA5F56PRED,2627694,2191567,G A R PREDESTINED,2012-09-13,89,Sire,57,32,75,538,975,
24,2818680,0.62,11.4,0.76,0.5,0.46,4.5,,,0.72,69.6,0.72,108.3,0.50,0.72,0.43,-0.18,0.46,-0.013,-0.013,0.53,0.86,,,,,,,0.32,16.3,152.4,83.5,,,27.5,0.56,0.58,62.2,0.55,39.9,20.7,0.68,0.24,0.72,60,50,35,30,80,10,15,40,1,15,70,2,90,15,,5,4,35,2790442,THR MISS DIAMOND 1619,2011-02-25,HOOKS SHEAR FORCE 38K,2081939,1937373,NICHOLS LEGACY G151,2013-03-03,100,Sire,47,53,80,493,789,
25,2682480,0.40,18.1,0.52,-3.3,0.25,10.6,,,0.45,47.6,0.45,71.1,0.30,0.54,0.26,-0.13,0.26,-0.035,-0.035,0.32,0.21,0.01,-0.45,,,,,0.20,16.1,147.7,70.8,,,28.8,0.36,0.38,52.6,0.31,14.2,10.3,0.33,0.15,0.45,3,4,99,95,4,10,65,45,65,95,85,15,65,99,10,10,45,90,2524593,BAR CK 1110R 905W,2009-09-05,BAR CK CAPITOL 902T,2430581,2244076,RAB-EGL BLUE MOON 4407M,2011-11-03,12,Sire,5,7,76,501,733,
26,2839789,0.60,19.9,0.77,-4.8,0.35,11.8,,,0.72,52.0,0.69,74.4,0.66,0.85,0.51,-0.14,0.59,0.009,0.009,0.63,0.89,0.16,-0.50,,,,,0.24,15.9,170.6,82.8,,,27.2,0.48,0.49,53.1,0.66,38.1,2.5,0.55,0.14,0.69,1,1,90,95,1,15,60,45,99,20,80,1,99,10,3,1,4,95,2682377,BAR CK MS T184 213Z,2012-02-13,BAR CK LUCK B1206Y,2682394,2471760,THOMAS GRADE UP 6849,2014-01-03,129,Sire,88,41,75,507,893,
27,2912279,0.60,22.6,0.73,-6.7,0.29,14.2,,,0.66,54.5,0.63,80.4,0.39,0.85,0.37,-0.13,0.37,0.002,0.002,0.47,0.48,0.18,-0.43,,,,,0.24,18.5,184.2,86.6,,,23.6,0.45,0.46,50.8,0.47,13.9,25.3,0.50,0.16,0.63,1,1,85,85,1,35,70,20,1,95,85,1,99,80,15,1,2,85,2702587,BAR CK MS 1006X A1217Z,2012-12-17,MF DUAL GAMBLER 57X,2557166,2421851,TNT DUAL FOCUS T249,2014-10-24,125,Sire,90,35,75,504,,
