"ASA Number","Epds>CeAcc","Epds>CeEpd","Epds>BirthWtAcc","Epds>BirthWtEpd","Epds>MceAcc","Epds>MceEpd","Epds>PpaAcc","Epds>PpaEpd","Epds>WeanWtAcc","Epds>WeanWtEpd","Epds>YearlingWtAcc","Epds>YearlingWtEpd","Epds>MarblingAcc","Epds>MarblingEpd","Epds>YieldGradeAcc","Epds>YieldGradeEpd","Epds>BackFatAcc","Epds>BackFatEpd","Epds>BackFatEpd","Epds>RibEyeAcc","Epds>RibEyeEpd","Epds>ShrForceAcc","Epds>ShrForceEpd","Epds>DauWtAcc","Epds>DauWtEpd","Epds>DauHtAcc","Epds>DauHtEpd","Epds>StayAcc","Epds>StayEpd","Epds>Api","Epds>Ti","Epds>FertAcc","Epds>FertEpd","Epds>MilkEpd","Epds>MilkAcc","Epds>MwwAcc","Epds>MwwEpd","Epds>CarcassWtAcc","Epds>CarcassWtEpd","Epds>DocEpd","Epds>DocAcc","Epds>AdgEpd","Epds>AdgAcc","Percentile>CE","Percentile>BW","Percentile>WW","Percentile>YW","Percentile>MCE","Percentile>Milk","Percentile>MWW","Percentile>Stay","Percentile>Doc","Percentile>CW","Percentile>YG","Percentile>Marb","Percentile>BF","Percentile>REA","Percentile>SF","Percentile>API","Percentile>TI","Percentile>ADG","BirthDam>ASA Number","BirthDam>Name","BirthDam>BirthDate","Sire>Name","Sire>ASA Number","Sire>Sire>ASA Number","Sire>Sire>Name","BirthDate","DamProgeny>Total","DamProgeny>Interval","DamProgeny>Males","DamProgeny>Females","DamProgeny>Avg Adj BW","DamProgeny>Avg Adj WW","DamProgeny>Avg Adj YW"
"(3105940)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2872347)","BU92","2014-03-24","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2016-03-07","1","","0","1","70","502",""
"(3106006)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2872372)","BU161","2014-03-31","KSU PROGRESS 4B","2889727","2570885","G A R PROGRESS","2016-02-29","1","","1","0","74","492",""
"(3103842)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2718360)","81TJY2712","2012-03-08","J BAR J NIGHTRIDE 225Z","2628568","2370545","GW PREMIUM BEEF 021TS","2016-03-29","1","","1","0","72","445",""
"(3108896)","0.40","15.4","0.49","-5.5","0.24","7.9","","","0.44","26.2","0.44","38.7","0.38","0.50","0.34","-0.17","0.36","-0.006","-0.006","0.40","0.45","","","","","","","0.23","18.3","135.5","57.3","","","29.7","0.41","0.43","42.7","0.41","7.1","19.4","0.41","0.08","0.44","15","1","99","99","25","4","95","20","1","99","75","15","95","85","","25","95","99","(2713292)","81TXD6448","2007-03-25","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2016-04-01","1","","1","0","70","479",""
"(3103776)","0.42","9.5","0.48","0.2","0.26","6.2","","","0.43","59.2","0.43","96.6","0.37","0.47","0.33","-0.30","0.32","-0.065","-0.065","0.40","0.69","","","","","","","0.25","7.6","109.8","68.2","","","13.6","0.41","0.44","43.2","0.41","28.4","10.5","0.43","0.23","0.43","80","45","75","55","55","99","95","99","65","60","35","20","30","40","","80","55","40","(2826341)","OR530","2012-04-01","J BAR J NIGHTRIDE 225Z","2628568","2370545","GW PREMIUM BEEF 021TS","2016-03-18","1","","1","0","81","505",""
"(3105857)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2872348)","BU188","2014-04-01","BAR CK BRADY 3195A","2839836","2570885","G A R PROGRESS","2016-02-23","1","","1","0","79","",""
"(3105692)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2871928)","BU493","2014-03-22","G A R PROPHET","2545802","2186934","C R A BEXTOR 872 5205 608","2016-03-01","1","","0","1","78","515",""
"(3103710)","0.42","18.1","0.49","-1.8","0.27","10.9","","","0.46","61.0","0.45","98.1","0.37","0.66","0.34","-0.07","0.36","-0.016","-0.016","0.42","0.36","","","","","","","0.24","13.9","147.0","77.3","","","20.2","0.43","0.45","50.7","0.43","28.4","17.9","0.40","0.23","0.45","3","15","65","55","3","65","70","70","2","60","95","4","90","95","","10","20","40","(9722329)","81TDK8154","2010-03-21","J BAR J NIGHTRIDE 225Z","2628568","2370545","GW PREMIUM BEEF 021TS","2016-03-17","1","","0","1","70","479",""
"(3105725)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2872289)","BU212","2014-04-03","J BAR J NIGHTRIDE 225Z","2628568","2370545","GW PREMIUM BEEF 021TS","2016-03-03","1","","1","0","66","494",""
"(3113637)","0.40","19.0","0.48","-2.9","0.23","11.7","","","0.44","53.8","0.43","81.7","0.34","0.64","0.32","-0.19","0.34","-0.017","-0.017","0.37","0.50","","","","","","","0.22","19.6","156.9","74.7","","","27.4","0.40","0.42","54.2","0.39","11.6","14.1","0.40","0.17","0.43","2","5","90","85","2","10","55","10","15","99","65","5","90","75","","3","25","80","(2847959)","81TLW1823","2013-04-02","BAR CK 6225 3114A","2839756","2472158","G A R SELECTIVE","2016-04-15","1","","1","0","74","518",""
"(3113604)","0.39","19.2","0.48","-2.9","0.22","8.8","","","0.44","53.6","0.44","81.1","0.34","0.45","0.33","-0.08","0.35","-0.008","-0.008","0.39","0.54","0.06","-0.15","","","","","0.19","14.0","135.2","69.3","","","26.8","0.40","0.41","53.5","0.40","36.7","9.8","0.41","0.17","0.44","2","5","90","85","15","15","60","70","75","25","95","25","95","70","99","25","50","80","(2711992)","81TAH2684","2008-02-18","TNT/T2 IN SURE 4-02 B220","2902107","2627830","CONNEALY IN SURE 8524","2016-04-18","1","","1","0","70","516",""
"(3105923)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2871873)","BU047","2014-03-11","THR/T2 ALL PURPOSE 3-01","2818680","2081939","HOOKS SHEAR FORCE 38K","2016-03-08","1","","1","0","62","489",""
"(3105989)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2871898)","BU430","2014-02-26","ALL PURPOSE 3-12","2813893","2627830","CONNEALY IN SURE 8524","2016-03-20","1","","0","1","88","519",""
"(3103825)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2719271)","81TJY2639","2012-03-22","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2016-03-27","1","","0","1","72","476",""
"(3128091)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2712422)","81TDK7538","2011-05-05","LORENZEN SELECTIVE 4811","(2871829)","2632467","HHS MR SELECTIVE 816Y","2016-05-11","1","","0","1","66","468",""
"(3103726)","0.39","17.3","0.48","-4.2","0.24","10.6","","","0.43","46.9","0.43","69.1","0.37","0.72","0.33","-0.03","0.34","0.009","0.009","0.39","0.19","","","","","","","0.20","14.5","147.1","72.3","","","22.1","0.40","0.43","45.5","0.39","11.8","21.9","0.42","0.14","0.43","5","2","99","95","4","50","90","65","1","99","99","2","99","99","","10","40","95","(2712259)","81TDK8150","2010-03-24","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2016-03-28","1","","1","0","70","527",""
"(3120381)","0.39","14.6","0.47","0.7","0.20","9.6","","","0.40","58.5","0.39","93.6","0.36","0.47","0.31","-0.03","0.34","0.000","0.000","0.37","0.18","","","","","","","0.17","13.8","125.9","68.0","","","26.8","0.37","0.39","56.0","0.37","15.4","17.2","0.38","0.22","0.39","20","55","75","65","10","15","45","70","2","95","99","20","99","99","","50","60","50","(2713024)","81TSR7218","2004-05-13","KSU PROGRESS 4B","2889727","2570885","G A R PROGRESS","2016-05-02","1","","0","1","74","511",""
"(3105774)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2872498)","BU637","2014-04-07","ABCE538","(2745271)","(2744317)","HICKS OB45 C720","2016-02-24","1","","1","0","76","570",""
"(3113721)","0.38","23.4","0.47","-6.1","0.20","15.0","","","0.43","34.2","0.42","56.9","0.36","0.92","0.32","0.14","0.35","0.049","0.049","0.38","-0.01","","","","","","","0.18","10.8","157.7","72.2","","","22.0","0.38","0.40","39.0","0.40","10.4","21.7","0.41","0.14","0.42","1","1","99","99","1","50","99","90","1","99","99","1","99","99","","3","40","95","(2712686)","81TSR7143","2004-04-07","BAR CK TARGET 3016A","2839832","2570885","G A R PROGRESS","2016-04-16","1","","0","1","58","346",""
"(3105974)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2872621)","BU539","2014-04-12","GCCR/T2 ALL PURPOSE 3-02","2800825","2545802","G A R PROPHET","2016-03-08","1","","1","0","85","522",""
"(3105941)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2872623)","BU181","2014-04-01","ALL PURPOSE 3-12","2813893","2627830","CONNEALY IN SURE 8524","2016-03-19","1","","0","1","64","476",""
"(3113754)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2719302)","81TJY2637","2012-04-04","GCCR/T2 ALL PURPOSE 3-02","2800825","2545802","G A R PROPHET","2016-04-18","1","","0","1","72","402",""
"(3103810)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2719300)","81TJY2574","2012-03-27","J BAR J NIGHTRIDE 225Z","2628568","2370545","GW PREMIUM BEEF 021TS","2016-03-28","1","","1","0","68","478",""
"(3108864)","0.40","19.1","0.49","-3.8","0.24","11.4","","","0.44","43.4","0.44","67.8","0.36","0.71","0.34","-0.11","0.35","-0.023","-0.023","0.40","0.22","","","","","","","0.24","16.7","152.4","71.7","","","34.6","0.41","0.42","56.3","0.42","12.4","6.9","0.41","0.15","0.44","2","2","99","99","2","1","40","35","95","99","90","2","80","99","","5","40","90","(2739942)","81TDK6266","2009-03-23","BAR CK TEBOW 1006X","2614607","2414537","GW PREDESTINED 701T","2016-04-08","1","","1","0","62","",""
"(3127978)","0.40","17.5","0.48","-3.2","0.18","9.0","","","0.44","48.7","0.43","77.9","0.38","0.48","0.34","-0.18","0.35","-0.049","-0.049","0.40","0.25","","","","","","","0.22","18.1","142.2","68.4","","","32.2","0.38","0.39","56.5","0.42","14.2","17.0","0.36","0.18","0.43","5","4","95","90","15","2","40","20","3","95","70","20","50","99","","15","55","75","(2713370)","81TXD6623","2007-03-25","LORENZEN SELECTIVE 4811","(2871829)","2632467","HHS MR SELECTIVE 816Y","2016-05-12","0","","0","0","","",""
"(3120334)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2718429)","81TJY2481","2012-02-29","BAR CK 6225 B916Z","2808988","2472158","G A R SELECTIVE","2016-04-26","1","","0","1","74","603",""
"(3105825)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2872550)","BU630","2014-04-07","BAR CK TARGET 3016A","2839832","2570885","G A R PROGRESS","2016-02-28","1","","1","0","103","",""
"(3108699)","0.42","10.6","0.49","1.0","0.24","9.1","","","0.45","65.8","0.44","106.9","0.35","0.74","0.33","-0.15","0.33","-0.020","-0.020","0.40","0.64","","","","","","","0.23","16.7","144.9","78.5","","","22.2","0.40","0.42","55.0","0.40","33.4","16.9","0.36","0.26","0.44","70","65","50","35","15","50","50","35","3","35","80","2","90","50","","15","15","20","(2847946)","81TLW1688","2013-03-26","KSU PROGRESS 4B","2889727","2570885","G A R PROGRESS","2016-04-08","1","","1","0","87","487",""
"(3113605)","0.39","18.8","0.48","-3.2","0.21","8.5","","","0.43","43.9","0.42","68.3","0.35","0.70","0.32","-0.01","0.35","0.008","0.008","0.38","0.38","","","","","","","0.19","15.6","147.9","69.7","","","26.9","0.39","0.41","48.8","0.39","29.8","9.8","0.41","0.15","0.42","2","4","99","99","20","15","80","50","75","50","99","3","99","95","","10","50","90","(2711995)","81TAH2691","2008-02-19","BAR CK 6225 A915Z","2808974","2472158","G A R SELECTIVE","2016-04-20","1","","0","1","60","387",""
"(3106023)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2872569)","BU135","2014-03-29","MCDF NITERIDE NSTAN 463B","2910277","2628568","J BAR J NIGHTRIDE 225Z","2016-02-28","1","","1","0","87","",""
"(3105990)","0.40","16.4","0.48","-1.4","0.23","9.1","","","0.43","56.1","0.43","87.9","0.34","0.64","0.31","-0.04","0.32","0.003","0.003","0.37","0.37","","","","","","","0.20","9.9","132.3","74.0","","","31.1","0.38","0.41","59.1","0.39","26.0","12.8","0.41","0.20","0.43","10","15","85","75","15","2","25","95","30","70","95","5","99","95","","35","30","65","(2872662)","BU65","2014-04-12","THR/T2 ALL PURPOSE 3-01","2818680","2081939","HOOKS SHEAR FORCE 38K","2016-03-05","1","","1","0","73","495",""
"(3105808)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2871939)","BU483","2014-03-16","THR/T2 ALL PURPOSE 3-01","2818680","2081939","HOOKS SHEAR FORCE 38K","2016-02-26","1","","1","0","67","",""
"(3103826)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2718353)","81TJY2644","2012-02-27","BAR CK TEBOW 1006X","2614607","2414537","GW PREDESTINED 701T","2016-03-30","1","","1","0","66","565",""
"(3105874)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2872131)","BU55","2014-04-05","BAR CK 1006X 3039A","2839880","2614607","BAR CK TEBOW 1006X","2016-03-02","1","","0","1","67","354",""
"(3105841)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2872437)","BU467","2014-04-06","BAR CK BRADY 3195A","2839836","2570885","G A R PROGRESS","2016-02-22","1","","1","0","68","",""
"(3106008)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2871839)","BU004","2014-03-03","KSU PROGRESS 4B","2889727","2570885","G A R PROGRESS","2016-02-27","1","","0","1","80","455",""
"(3113623)","0.39","20.3","0.48","-2.1","0.23","9.4","","","0.44","59.2","0.44","91.6","0.36","0.19","0.33","-0.30","0.37","-0.061","-0.061","0.38","0.64","","","","","","","0.21","14.8","126.0","66.1","","","23.5","0.39","0.41","53.1","0.39","22.0","26.2","0.41","0.20","0.44","1","10","75","70","10","35","60","60","1","80","35","70","30","50","","50","65","65","(2847998)","81TLW1697","2013-05-04","ALL PURPOSE 3-12","2813893","2627830","CONNEALY IN SURE 8524","2016-04-16","1","","0","1","60","388",""
"(3105876)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(3084351)","PU123","2014-03-01","BAR CK 1006X 3039A","2839880","2614607","BAR CK TEBOW 1006X","2016-02-24","1","","1","0","62","521",""
"(3105843)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2872330)","BU85","2014-03-23","BAR CK BRADY 3195A","2839836","2570885","G A R PROGRESS","2016-02-28","1","","1","0","86","527",""
"(3113755)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2718418)","81TJY2653","2012-02-27","BAR CK 6225 A915Z","2808974","2472158","G A R SELECTIVE","2016-04-19","1","","1","0","81","",""
"(3105760)","0.45","17.5","0.51","-2.8","0.28","10.8","","","0.47","53.4","0.46","84.1","0.39","0.58","0.36","-0.07","0.38","-0.002","-0.002","0.44","0.41","0.05","-0.43","","","","","0.27","17.5","147.1","72.6","","","30.8","0.43","0.45","57.5","0.45","24.0","20.1","0.38","0.19","0.46","5","5","90","80","3","3","35","30","1","75","95","10","95","90","15","10","35","70","(2872356)","BU213","2014-04-03","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2016-03-02","1","","1","0","68","552",""
"(3105793)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2872202)","BU598","2014-04-22","ALL PURPOSE 3-12","2813893","2627830","CONNEALY IN SURE 8524","2016-02-27","1","","1","0","85","",""
"(3120300)","0.40","15.3","0.49","-1.0","0.24","8.9","","","0.45","63.2","0.44","98.5","0.37","0.57","0.33","-0.17","0.33","-0.033","-0.033","0.41","0.52","0.02","-0.38","","","","","0.23","16.6","143.2","75.6","","","22.7","0.41","0.43","54.3","0.42","27.8","7.9","0.37","0.22","0.44","15","20","60","55","15","45","55","40","90","60","75","10","65","75","30","15","25","50","(2712623)","81TDK7742","2011-03-03","GW PREM BEEF 640Z","2725971","2370545","GW PREMIUM BEEF 021TS","2016-04-23","1","","1","0","76","489",""
"(3105694)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2871922)","BU480","2014-03-14","G A R PROPHET","2545802","2186934","C R A BEXTOR 872 5205 608","2016-02-25","1","","1","0","85","553",""
