,ASA Number,Epds>CeAcc,Epds>CeEpd,Epds>BirthWtAcc,Epds>BirthWtEpd,Epds>MceAcc,Epds>MceEpd,Epds>PpaAcc,Epds>PpaEpd,Epds>WeanWtAcc,Epds>WeanWtEpd,Epds>YearlingWtAcc,Epds>YearlingWtEpd,Epds>MarblingAcc,Epds>MarblingEpd,Epds>YieldGradeAcc,Epds>YieldGradeEpd,Epds>BackFatAcc,Epds>BackFatEpd,Epds>BackFatEpd,Epds>RibEyeAcc,Epds>RibEyeEpd,Epds>ShrForceAcc,Epds>ShrForceEpd,Epds>DauWtAcc,Epds>DauWtEpd,Epds>DauHtAcc,Epds>DauHtEpd,Epds>StayAcc,Epds>StayEpd,Epds>Api,Epds>Ti,Epds>FertAcc,Epds>FertEpd,Epds>MilkEpd,Epds>MilkAcc,Epds>MwwAcc,Epds>MwwEpd,Epds>CarcassWtAcc,Epds>CarcassWtEpd,Epds>DocEpd,Epds>DocAcc,Epds>AdgEpd,Epds>AdgAcc,Percentile>CE,Percentile>BW,Percentile>WW,Percentile>YW,Percentile>MCE,Percentile>Milk,Percentile>MWW,Percentile>Stay,Percentile>Doc,Percentile>CW,Percentile>YG,Percentile>Marb,Percentile>BF,Percentile>REA,Percentile>SF,Percentile>API,Percentile>TI,Percentile>ADG,BirthDam>ASA Number,BirthDam>Name,BirthDam>BirthDate,Sire>Name,Sire>ASA Number,Sire>Sire>ASA Number,Sire>Sire>Name,BirthDate,DamProgeny>Total,DamProgeny>Interval,DamProgeny>Males,DamProgeny>Females,DamProgeny>Avg Adj BW,DamProgeny>Avg Adj WW,DamProgeny>Avg Adj YW,Bads,adf
11,2712280,0.45,18.9,0.51,-1.0,0.26,9.3,,,0.45,61.4,0.45,98.1,0.44,0.60,0.38,0.06,0.42,0.000,0.000,0.46,0.01,0.03,-0.30,,,,,0.32,17.9,150.4,74.6,,,22.5,0.47,0.49,53.2,0.47,23.4,21.1,0.45,0.23,0.45,2,20,65,55,10,45,60,25,1,80,99,10,99,99,70,10,30,40,2712052,81TAH2769 - BK318,2008-03-11,MYTTY IN FOCUS,2326312,2185366,S A F FOCUS OF E R,2010-02-11,7,371,4,3,80,500,910,
12,2712115,0.06,14.8,0.15,-1.8,0.04,8.3,,,0.06,35.3,0.07,45.4,0.12,0.43,0.11,0.03,0.10,0.020,0.020,0.13,0.21,,,,,,,0.00,3.6,95.4,53.0,,,11.6,0.14,0.18,29.2,0.13,21.2,2.0,0.15,0.06,0.07,20,15,99,99,20,99,99,99,99,85,99,25,99,99,,95,99,99,2715482,GR142_,1996-03-29,,,,,1999-03-26,3,345,0,3,77,382,,
13,2712082,0.27,18.5,0.34,-3.0,0.20,10.0,,,0.27,42.7,0.27,68.4,0.29,0.27,0.27,-0.02,0.28,0.015,0.015,0.33,0.26,,,,,,,0.18,13.8,119.8,57.1,,,16.4,0.34,0.36,37.7,0.33,14.4,10.1,0.31,0.16,0.27,3,4,99,99,10,95,99,70,70,95,99,55,99,99,,60,95,85,2715658,WT257,2005-03-31,DLCC SURE-ENUF,9622416,9523368,DLCC BLACK ENUF 127J,2008-03-14,5,471,2,3,76,462,,
14,2712181,0.32,15.8,0.39,-0.5,0.10,10.0,,,0.33,52.6,0.33,84.6,0.31,0.11,0.26,-0.24,0.26,-0.055,-0.055,0.32,0.26,,,,,,,0.15,1.0,89.9,60.9,,,32.7,0.36,0.39,58.9,0.33,3.8,16.0,0.33,0.20,0.33,15,30,90,80,10,1,25,99,5,99,50,85,40,99,,99,85,65,,,,,,,,2010-01-01,7,370,5,2,80,490,,
15,9722329,0.38,17.0,0.45,-1.6,0.20,11.2,,,0.40,45.2,0.39,74.7,0.35,0.43,0.31,-0.07,0.32,0.016,0.016,0.37,0.45,,,,,,,0.18,16.0,130.5,64.3,,,46.8,0.40,0.44,69.4,0.38,17.6,17.5,0.37,0.18,0.39,10,15,99,95,2,1,2,45,2,90,95,25,99,85,,35,75,75,9622537,O83U,2008-03-26,,,,,2010-03-21,7,372,4,3,82,581,809,
16,2711983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2713114,81TUJ3821,2005-04-23,GW LUCKY CHARM 665K,2105876,1704719,LCHMAN LUCKY BUCK 7049C,2008-03-30,6,364,2,4,78,498,621,
17,2711950,0.38,18.8,0.48,-3.7,0.21,8.2,,,0.40,29.4,0.40,45.7,0.34,0.28,0.33,0.00,0.34,0.035,0.035,0.40,0.33,,,,,,,0.19,14.6,141.5,62.1,,,26.1,0.43,0.47,40.8,0.42,13.6,3.9,0.40,0.10,0.40,2,3,99,99,20,20,99,60,99,99,99,55,99,95,,15,85,99,2713409,81TXE2640,2006-03-21,DLCC SURE-ENUF,9622416,9523368,DLCC BLACK ENUF 127J,2008-02-19,7,366,3,4,82,484,,
18,2712016,0.42,16.1,0.51,-1.9,0.25,9.1,,,0.44,35.5,0.45,57.3,0.36,0.41,0.36,0.17,0.38,0.043,0.043,0.43,-0.15,,,,,,,0.29,16.1,146.5,66.5,,,33.7,0.47,0.50,51.3,0.45,12.4,15.4,0.44,0.14,0.45,10,10,99,99,15,1,70,45,10,99,99,30,99,99,,10,65,95,2712743,81TXE2555,2006-03-23,BON VIEW NEW DESIGN 878,2109292,2050397,B/R NEW DESIGN 036,2008-02-21,8,423,3,5,79,456,712,
19,2711882,0.33,17.4,0.38,-2.4,0.28,11.4,,,0.33,55.5,0.34,83.5,0.32,0.46,0.29,-0.24,0.31,-0.028,-0.028,0.34,0.69,,,,,,,0.22,19.8,151.9,72.6,,,26.7,0.38,0.39,54.4,0.34,20.3,15.6,0.32,0.17,0.34,5,10,85,80,2,15,55,10,10,85,50,20,80,40,,5,35,80,2711884,81TDK6218,2009-02-16,HOOKS SHEAR FORCE 38K,2081939,1937373,NICHOLS LEGACY G151,2011-02-27,5,373,2,3,79,492,852,
20,2711981,0.35,17.5,0.43,-2.7,0.13,10.4,,,0.35,42.8,0.35,69.5,0.30,0.46,0.27,0.12,0.27,0.033,0.033,0.33,-0.09,,,,,,,0.16,11.6,147.3,74.0,,,35.4,0.38,0.42,56.7,0.34,10.9,3.7,0.35,0.17,0.35,5,10,99,95,4,1,40,85,99,99,99,20,99,99,,10,30,80,2713116,81TUJ3832 - WT263,2005-02-27,,,,,2008-04-17,8,359,1,7,76,500,,
21,2711948,0.40,13.1,0.46,-1.2,0.22,9.1,,,0.42,45.9,0.43,73.1,0.38,0.36,0.35,0.09,0.37,0.028,0.028,0.42,0.08,,,,,,,0.28,17.0,145.3,69.8,,,23.1,0.44,0.46,46.0,0.43,20.5,8.9,0.41,0.17,0.43,35,20,99,95,15,40,90,35,85,85,99,40,99,99,,15,50,80,2712755,81TXE2575 - PK249,2006-03-22,BON VIEW NEW DESIGN 878,2109292,2050397,B/R NEW DESIGN 036,2008-02-22,7,498,4,3,86,457,819,
22,2712543,0.21,16.4,0.29,-1.4,0.12,9.6,,,0.21,50.2,0.22,78.2,0.19,0.59,0.16,0.04,0.18,0.030,0.030,0.19,0.30,,,,,,,0.06,9.1,148.6,79.0,,,23.4,0.29,0.33,48.4,0.19,24.0,10.5,0.27,0.17,0.22,10,15,95,90,10,40,80,95,65,75,99,10,99,99,,10,15,80,2711999,81TAH2697,2008-03-13,,,,,2011-04-03,5,375,3,2,84,495,,
23,2712510,0.07,11.7,0.16,0.4,0.08,9.3,,,0.07,49.2,0.07,71.1,0.02,0.14,0.02,-0.17,0.02,-0.038,-0.038,0.03,0.24,,,,,,,0.02,8.5,113.0,64.7,,,20.0,0.09,0.11,44.5,0.03,9.3,9.7,0.10,0.14,0.07,55,50,95,95,10,70,95,99,75,99,75,80,65,99,,75,75,95,2713056,81TMZ1245 - BK6,2000-02-02,,,,,2011-04-10,3,379,2,1,93,500,,
24,2712609,0.34,12.1,0.43,0.0,0.12,7.7,,,0.34,58.1,0.35,90.7,0.30,0.48,0.27,0.18,0.27,0.049,0.049,0.33,0.10,,,,,,,0.16,8.9,112.9,66.5,,,18.4,0.39,0.42,47.4,0.34,30.4,12.4,0.36,0.20,0.35,50,40,75,70,30,80,85,95,35,50,99,20,99,99,,75,65,65,9635102,81TDK6244,2009-04-11,,,,,2011-04-02,6,372,3,3,84,509,,
25,9722028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9682247,GRC892U,2008-03-01,GDAR GAME DAY 449,2517696,2185781,BOYD NEW DAY 8005,2010-03-09,7,370,4,3,75,542,669,
26,2712576,0.41,14.0,0.49,-0.9,0.23,7.3,,,0.44,50.5,0.44,81.1,0.39,0.39,0.36,-0.29,0.39,-0.066,-0.066,0.43,0.63,,,,,,,0.28,12.5,119.1,64.9,,,33.9,0.45,0.48,59.1,0.43,27.8,21.7,0.42,0.19,0.44,25,25,95,85,35,1,25,80,1,60,35,35,30,50,,65,70,70,9634969,81TDK6267,2009-04-06,GW LUCKY CHARM 665K,2105876,1704719,LCHMAN LUCKY BUCK 7049C,2011-02-24,6,370,4,2,87,509,874,
27,2712378,0.40,16.3,0.46,-1.2,0.23,10.3,,,0.42,46.6,0.42,74.7,0.38,0.33,0.34,0.01,0.37,0.003,0.003,0.40,-0.01,,,,,,,0.25,15.8,122.3,59.5,,,27.9,0.43,0.45,51.2,0.43,9.3,10.5,0.40,0.18,0.42,10,20,99,95,4,10,70,50,65,99,99,45,99,99,,55,90,75,2715899,EYL023,1993-01-01,BON VIEW NEW DESIGN 878,2109292,2050397,B/R NEW DESIGN 036,2003-03-23,6,360,2,4,80,435,601,
28,2712246,0.33,19.3,0.43,-3.3,0.15,12.1,,,0.35,38.6,0.36,62.2,0.28,0.47,0.28,0.03,0.27,0.027,0.027,0.35,0.47,,,,,,,0.17,9.6,146.0,72.6,,,31.9,0.38,0.42,51.2,0.36,37.1,9.6,0.35,0.15,0.36,2,4,99,99,1,2,70,95,75,25,99,20,99,80,,10,35,90,2712082,81TAH2741,2008-03-14,,,,,2010-03-06,6,437,1,5,76,521,873,
29,2712147,0.30,19.7,0.38,-1.3,0.20,9.4,,,0.27,45.9,0.28,71.1,0.30,0.42,0.26,0.00,0.27,0.002,0.002,0.30,0.05,,,,,,,0.11,10.7,121.3,60.4,,,14.1,0.33,0.37,37.0,0.32,11.3,17.2,0.32,0.16,0.28,1,20,99,95,10,99,99,90,2,99,99,30,99,99,,60,90,85,2715299,ERD035,1995-01-01,CIMARRON SUPERIOR 442,9681534,9681533,CIMARRON RULER 815,2002-02-06,7,731,6,1,82,460,,
30,2712213,0.34,13.8,0.44,-2.0,0.12,8.9,,,0.36,42.9,0.36,66.5,0.32,0.53,0.29,0.11,0.29,0.033,0.033,0.35,0.08,,,,,,,0.16,9.8,140.7,73.6,,,29.0,0.39,0.43,50.4,0.35,21.9,17.1,0.36,0.15,0.36,25,10,99,99,15,5,75,95,2,85,99,15,99,99,,20,30,90,2713350,81TXD6574,2007-04-13,,,,,2010-03-28,7,370,2,5,76,488,718,
31,2712015,0.11,12.4,0.22,-0.3,0.07,5.7,,,0.12,48.6,0.12,71.4,0.15,0.42,0.15,0.04,0.16,0.021,0.021,0.17,0.18,,,,,,,0.05,7.0,126.4,71.6,,,22.7,0.16,0.20,46.9,0.18,19.4,4.6,0.16,0.14,0.12,45,35,95,95,65,45,85,99,99,90,99,30,99,99,,45,40,95,2713112,81TUJ3819,2005-03-28,,,,,2008-03-27,5,471,2,3,85,499,,
32,2711982,0.38,16.1,0.47,-3.7,0.19,6.5,,,0.39,32.7,0.39,50.4,0.36,0.25,0.31,-0.12,0.33,0.004,0.004,0.36,0.58,,,,,,,0.20,14.7,138.3,63.1,,,22.2,0.42,0.47,38.5,0.38,22.0,0.3,0.40,0.11,0.39,10,3,99,99,50,50,99,60,99,80,85,60,99,60,,20,80,99,2713120,81TUJ3843,2005-03-09,DLCC SURE-ENUF,9622416,9523368,DLCC BLACK ENUF 127J,2008-03-14,6,364,2,4,76,479,,
33,2712048,0.42,14.7,0.50,-2.1,0.26,7.3,,,0.45,45.1,0.46,73.9,0.36,0.38,0.36,-0.07,0.38,-0.030,-0.030,0.43,0.05,,,,,,,0.28,17.1,127.5,62.0,,,34.4,0.47,0.50,56.9,0.44,12.5,23.2,0.45,0.18,0.46,20,10,99,95,35,1,35,35,1,99,95,35,80,99,,45,85,75,2712751,81TXE2569,2006-03-21,GW LUCKY CHARM 665K,2105876,1704719,LCHMAN LUCKY BUCK 7049C,2008-02-18,7,428,3,4,81,507,820,
34,2711947,0.17,17.7,0.23,-2.8,0.13,7.6,,,0.18,45.2,0.18,71.3,0.23,0.37,0.20,-0.09,0.22,0.002,0.002,0.24,0.37,,,,,,,0.09,10.8,119.2,61.4,,,19.6,0.24,0.28,42.1,0.24,15.2,-0.1,0.24,0.16,0.18,4,5,99,95,30,75,99,90,99,95,90,35,99,95,,65,85,85,2715501,PK273,2006-03-04,DLCC SURE-ENUF,9622416,9523368,DLCC BLACK ENUF 127J,2008-02-12,3,359,1,2,79,479,,
35,2711914,0.43,6.6,0.50,3.9,0.26,3.9,,,0.44,58.1,0.44,89.6,0.37,0.37,0.36,0.10,0.38,0.044,0.044,0.42,0.32,,,,,,,0.24,12.9,124.6,70.1,,,23.1,0.46,0.49,52.1,0.44,31.8,11.9,0.44,0.20,0.44,99,99,75,70,90,40,65,75,45,45,99,35,99,99,,50,50,65,2712762,81TXE2591,2006-03-29,BON VIEW NEW DESIGN 878,2109292,2050397,B/R NEW DESIGN 036,2008-02-23,7,372,3,4,91,529,676,
36,9722291,0.07,12.2,0.35,-0.1,0.05,7.1,,,0.11,41.6,0.11,54.8,0.12,0.21,0.11,-0.20,0.11,-0.039,-0.039,0.13,0.50,,,,,,,0.02,2.1,84.6,52.8,,,16.4,0.15,0.22,37.1,0.14,22.2,7.8,0.15,0.08,0.11,45,35,99,99,40,95,99,99,90,80,65,70,65,75,,99,99,99,9721817,GRC638S,2006-03-25,,,,,2010-03-12,6,375,1,5,82,459,,
37,2712013,0.26,13.3,0.32,-0.1,0.22,7.8,,,0.26,55.6,0.26,90.7,0.27,0.54,0.24,0.18,0.26,0.052,0.052,0.28,0.08,,,,,,,0.19,14.8,153.3,79.5,,,30.1,0.30,0.32,57.8,0.28,26.6,8.0,0.27,0.22,0.26,35,35,85,70,30,3,30,60,90,65,99,15,99,99,,5,10,50,2712758,81TXE2578,2006-03-22,BON VIEW NEW DESIGN 878,2109292,2050397,B/R NEW DESIGN 036,2008-02-27,5,362,3,2,82,527,728,
38,2711881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2739943,81TDK6149 B9001,2009-03-24,MCC DAYBREAK,2548901,2185781,BOYD NEW DAY 8005,2011-03-05,6,374,3,3,77,505,745,
39,2712740,0.41,14.4,0.47,-1.0,0.24,7.1,,,0.43,49.4,0.42,79.9,0.37,0.66,0.34,0.24,0.38,0.079,0.079,0.40,0.07,,,,,,,0.23,14.8,135.4,67.6,,,24.9,0.45,0.48,49.5,0.42,23.5,6.4,0.40,0.19,0.42,20,20,95,85,40,25,75,60,95,75,99,4,99,99,,25,60,70,2712644,W438-WT430,1995-03-17,N BAR PRIME TIME D806,2178379,2069651,GARDENS PRIME TIME,2006-03-19,6,372,1,5,82,509,,
40,2712575,0.33,11.3,0.41,0.1,0.13,5.8,,,0.34,43.6,0.35,69.1,0.30,0.45,0.28,0.03,0.28,0.013,0.013,0.34,0.24,,,,,,,0.16,7.8,126.5,70.0,,,31.2,0.38,0.42,52.9,0.36,25.5,9.7,0.35,0.16,0.35,60,40,99,95,65,2,60,99,75,70,99,25,99,99,,45,50,85,2712659,81TSR7050,2004-04-07,,,,,2011-04-12,6,375,2,4,85,462,,
41,2712410,0.17,6.6,0.32,5.6,0.10,3.8,,,0.18,64.9,0.19,98.2,0.19,0.13,0.18,0.10,0.20,0.011,0.011,0.20,0.04,,,,,,,0.05,12.1,109.0,64.8,,,10.6,0.25,0.31,42.9,0.21,28.1,8.2,0.26,0.21,0.19,99,99,50,55,90,99,95,80,90,60,99,80,99,99,,85,75,55,2713408,81TMY8570,2001-02-17,HH ADVANTAGE 767G 1ET,9813101,9726711,CL 1 DOMINO 500E,2003-02-24,7,677,3,4,94,437,,
42,2712509,0.08,14.6,0.17,-1.5,0.06,8.9,,,0.09,42.3,0.09,61.2,0.14,0.52,0.13,0.06,0.14,0.027,0.027,0.16,0.23,,,,,,,0.03,8.5,113.4,60.1,,,17.0,0.15,0.20,38.0,0.15,25.0,1.8,0.16,0.12,0.09,20,15,99,99,15,90,99,99,99,70,99,15,99,99,,75,90,99,2715651,BK340,2008-02-18,,,,,2011-04-06,3,395,1,2,79,488,,
43,2712311,0.45,19.9,0.52,-2.1,0.28,13.2,,,0.46,55.7,0.46,88.3,0.43,0.44,0.38,-0.04,0.41,-0.005,-0.005,0.45,0.13,0.03,-0.30,,,,,0.33,17.9,143.1,69.3,,,24.8,0.49,0.51,52.6,0.48,12.3,18.6,0.44,0.20,0.46,1,10,85,75,1,25,65,25,1,99,95,25,95,99,70,15,50,65,2711930,81TAH2596,2008-03-09,MYTTY IN FOCUS,2326312,2185366,S A F FOCUS OF E R,2010-02-16,7,371,5,2,82,509,622,
44,2712278,0.30,16.1,0.36,-1.4,0.23,9.3,,,0.31,47.5,0.32,75.5,0.33,0.37,0.29,0.17,0.31,0.044,0.044,0.34,-0.10,,,,,,,0.23,15.5,147.2,70.9,,,19.1,0.36,0.38,42.8,0.34,13.2,9.0,0.34,0.17,0.32,10,15,99,90,10,75,95,50,80,99,99,35,99,99,,10,45,80,2711968,81TAH2650,2008-03-18,BON VIEW NEW DESIGN 878,2109292,2050397,B/R NEW DESIGN 036,2010-02-15,4,371,1,3,84,463,693,
45,2712344,0.33,15.2,0.41,-2.0,0.13,1.1,,,0.34,45.1,0.34,71.9,0.27,0.45,0.28,0.07,0.28,0.031,0.031,0.36,0.26,,,,,,,0.18,5.1,130.6,73.6,,,29.0,0.37,0.41,51.4,0.35,26.1,11.4,0.33,0.17,0.34,15,10,99,95,99,5,70,99,50,70,99,25,99,99,,35,30,80,2711965,81TAH2646 - BK195,2008-03-07,,,,,2010-03-02,7,371,3,4,74,486,706,
46,2712179,0.26,13.2,0.35,0.3,0.22,9.8,,,0.28,46.9,0.28,69.4,0.28,0.35,0.27,0.02,0.30,0.005,0.005,0.31,0.00,,,,,,,0.18,11.6,107.4,56.7,,,17.4,0.32,0.34,40.8,0.32,9.8,3.6,0.29,0.14,0.28,35,45,99,95,10,90,99,85,99,99,99,40,99,99,,85,95,95,2715693,B97PK015_,1997-01-01,N BAR EMULATION EXT,1923301,8528659,EMULATION N BAR 5522,2000-03-22,6,362,3,3,83,461,703,
47,2712047,0.24,17.3,0.33,-2.6,0.19,8.2,,,0.26,50.7,0.27,82.2,0.25,0.32,0.23,-0.15,0.25,-0.042,-0.042,0.27,0.40,0.09,-0.41,,,,,0.15,12.3,121.8,63.8,,,21.2,0.31,0.33,46.5,0.27,29.8,13.5,0.29,0.20,0.27,5,10,95,85,20,60,90,80,20,50,80,45,50,90,20,55,75,65,2715549,RD295,2001-01-01,GW LUCKY CHARM 665K,2105876,1704719,LCHMAN LUCKY BUCK 7049C,2008-03-11,5,368,3,2,76,457,774,
48,2712014,0.33,12.7,0.38,-0.2,0.22,6.2,,,0.32,55.6,0.32,90.2,0.34,0.57,0.31,0.23,0.34,0.058,0.058,0.37,0.07,,,,,,,0.15,13.6,151.5,79.4,,,25.4,0.38,0.41,53.1,0.36,34.2,13.2,0.35,0.22,0.32,40,35,85,70,55,25,60,70,25,35,99,10,99,99,,10,10,50,2713176,81TUJ3728,2005-03-16,BON VIEW NEW DESIGN 878,2109292,2050397,B/R NEW DESIGN 036,2008-03-18,7,363,5,2,86,509,,
49,2711979,0.42,13.7,0.49,0.4,0.24,5.4,,,0.43,55.1,0.44,88.8,0.39,0.18,0.35,-0.13,0.35,-0.047,-0.047,0.44,0.26,,,,,,,0.26,13.9,108.6,59.4,,,27.3,0.45,0.48,54.8,0.44,25.4,9.8,0.42,0.21,0.44,30,50,85,75,70,15,50,70,75,70,85,75,50,99,,85,90,55,2713108,81TUJ3806,2005-03-31,GW LUCKY CHARM 665K,2105876,1704719,LCHMAN LUCKY BUCK 7049C,2008-03-20,8,369,4,4,88,505,649,
50,2711946,0.27,15.2,0.34,-0.7,0.18,10.7,,,0.28,53.0,0.28,83.2,0.27,0.46,0.25,0.09,0.28,0.028,0.028,0.30,0.14,,,,,,,0.15,13.9,149.4,76.4,,,23.6,0.32,0.34,50.1,0.30,22.8,9.6,0.31,0.19,0.28,15,25,90,85,3,35,75,70,75,80,99,20,99,99,,10,20,70,2712404,81TRA7743,2003-03-29,BON VIEW NEW DESIGN 878,2109292,2050397,B/R NEW DESIGN 036,2008-03-11,5,366,3,2,85,486,703,
