"ASA Number","Epds>CeAcc","Epds>CeEpd","Epds>BirthWtAcc","Epds>BirthWtEpd","Epds>MceAcc","Epds>MceEpd","Epds>PpaAcc","Epds>PpaEpd","Epds>WeanWtAcc","Epds>WeanWtEpd","Epds>YearlingWtAcc","Epds>YearlingWtEpd","Epds>MarblingAcc","Epds>MarblingEpd","Epds>YieldGradeAcc","Epds>YieldGradeEpd","Epds>BackFatAcc","Epds>BackFatEpd","Epds>BackFatEpd","Epds>RibEyeAcc","Epds>RibEyeEpd","Epds>ShrForceAcc","Epds>ShrForceEpd","Epds>DauWtAcc","Epds>DauWtEpd","Epds>DauHtAcc","Epds>DauHtEpd","Epds>StayAcc","Epds>StayEpd","Epds>Api","Epds>Ti","Epds>FertAcc","Epds>FertEpd","Epds>MilkEpd","Epds>MilkAcc","Epds>MwwAcc","Epds>MwwEpd","Epds>CarcassWtAcc","Epds>CarcassWtEpd","Epds>DocEpd","Epds>DocAcc","Epds>AdgEpd","Epds>AdgAcc","Percentile>CE","Percentile>BW","Percentile>WW","Percentile>YW","Percentile>MCE","Percentile>Milk","Percentile>MWW","Percentile>Stay","Percentile>Doc","Percentile>CW","Percentile>YG","Percentile>Marb","Percentile>BF","Percentile>REA","Percentile>SF","Percentile>API","Percentile>TI","Percentile>ADG","BirthDam>ASA Number","BirthDam>Name","BirthDam>BirthDate","Sire>Name","Sire>ASA Number","Sire>Sire>ASA Number","Sire>Sire>Name","BirthDate","DamProgeny>Total","DamProgeny>Interval","DamProgeny>Males","DamProgeny>Females","DamProgeny>Avg Adj BW","DamProgeny>Avg Adj WW","DamProgeny>Avg Adj YW"
"(2712280)","0.45","18.9","0.51","-1.0","0.26","9.3","","","0.45","61.4","0.45","98.1","0.44","0.60","0.38","0.06","0.42","0.000","0.000","0.46","0.01","0.03","-0.30","","","","","0.32","17.9","150.4","74.6","","","22.5","0.47","0.49","53.2","0.47","23.4","21.1","0.45","0.23","0.45","2","20","65","55","10","45","60","25","1","80","99","10","99","99","70","10","30","40","(2712052)","81TAH2769 - BK318","2008-03-11","MYTTY IN FOCUS","2326312","2185366","S A F FOCUS OF E R","2010-02-11","7","371","4","3","80","500","910"
"(2713139)","0.18","11.0","0.28","1.5","0.15","7.2","","","0.19","53.0","0.19","80.9","0.23","0.46","0.20","0.00","0.23","0.002","0.002","0.24","0.17","","","","","","","0.13","11.0","110.4","61.8","","","20.2","0.22","0.26","46.7","0.24","19.6","8.5","0.23","0.17","0.19","65","75","90","85","35","65","85","90","85","90","99","20","99","99","","80","85","80","(2715934)","RD311","2001-01-01","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2005-03-25","6","370","0","6","87","439",""
"(2712181)","0.32","15.8","0.39","-0.5","0.10","10.0","","","0.33","52.6","0.33","84.6","0.31","0.11","0.26","-0.24","0.26","-0.055","-0.055","0.32","0.26","","","","","","","0.15","1.0","89.9","60.9","","","32.7","0.36","0.39","58.9","0.33","3.8","16.0","0.33","0.20","0.33","15","30","90","80","10","1","25","99","5","99","50","85","40","99","","99","85","65","","","","","","","","2010-01-01","7","370","5","2","80","490",""
"(2712148)","0.13","11.7","0.22","-1.1","0.08","5.8","","","0.16","46.4","0.16","70.8","0.10","0.43","0.12","0.06","0.10","0.020","0.020","0.14","0.21","","","","","","","0.05","6.0","101.2","59.4","","","14.7","0.20","0.21","37.8","0.15","27.8","5.4","0.16","0.15","0.16","55","20","99","95","65","99","99","99","99","60","99","25","99","99","","95","90","90","(2715528)","EBU055_","1999-01-01","","","","","2002-04-15","4","362","0","4","77","414","640"
"(2711983)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2713114)","81TUJ3821","2005-04-23","GW LUCKY CHARM 665K","2105876","1704719","LCHMAN LUCKY BUCK 7049C","2008-03-30","6","364","2","4","78","498","621"
"(2711950)","0.38","18.8","0.48","-3.7","0.21","8.2","","","0.40","29.4","0.40","45.7","0.34","0.28","0.33","0.00","0.34","0.035","0.035","0.40","0.33","","","","","","","0.19","14.6","141.5","62.1","","","26.1","0.43","0.47","40.8","0.42","13.6","3.9","0.40","0.10","0.40","2","3","99","99","20","20","99","60","99","99","99","55","99","95","","15","85","99","(2713409)","81TXE2640","2006-03-21","DLCC SURE-ENUF","(9622416)","(9523368)","DLCC BLACK ENUF 127J","2008-02-19","7","366","3","4","82","484",""
"(2712016)","0.42","16.1","0.51","-1.9","0.25","9.1","","","0.44","35.5","0.45","57.3","0.36","0.41","0.36","0.17","0.38","0.043","0.043","0.43","-0.15","","","","","","","0.29","16.1","146.5","66.5","","","33.7","0.47","0.50","51.3","0.45","12.4","15.4","0.44","0.14","0.45","10","10","99","99","15","1","70","45","10","99","99","30","99","99","","10","65","95","(2712743)","81TXE2555","2006-03-23","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2008-02-21","8","423","3","5","79","456","712"
"(2711882)","0.33","17.4","0.38","-2.4","0.28","11.4","","","0.33","55.5","0.34","83.5","0.32","0.46","0.29","-0.24","0.31","-0.028","-0.028","0.34","0.69","","","","","","","0.22","19.8","151.9","72.6","","","26.7","0.38","0.39","54.4","0.34","20.3","15.6","0.32","0.17","0.34","5","10","85","80","2","15","55","10","10","85","50","20","80","40","","5","35","80","(2711884)","81TDK6218","2009-02-16","HOOKS SHEAR FORCE 38K","2081939","1937373","NICHOLS LEGACY G151","2011-02-27","5","373","2","3","79","492","852"
"(2711981)","0.35","17.5","0.43","-2.7","0.13","10.4","","","0.35","42.8","0.35","69.5","0.30","0.46","0.27","0.12","0.27","0.033","0.033","0.33","-0.09","","","","","","","0.16","11.6","147.3","74.0","","","35.4","0.38","0.42","56.7","0.34","10.9","3.7","0.35","0.17","0.35","5","10","99","95","4","1","40","85","99","99","99","20","99","99","","10","30","80","(2713116)","81TUJ3832 - WT263","2005-02-27","","","","","2008-04-17","8","359","1","7","76","500",""
"(2712972)","0.34","18.4","0.41","-2.0","0.13","11.4","","","0.36","46.2","0.37","74.1","0.31","0.43","0.29","-0.28","0.32","-0.049","-0.049","0.34","0.54","","","","","","","0.18","10.1","122.2","64.8","","","31.7","0.38","0.41","54.7","0.35","11.8","5.5","0.35","0.17","0.37","3","10","99","95","2","2","50","95","99","99","40","25","50","70","","55","75","80","(2715665)","YL398","2007-03-22","","","","","2009-03-03","7","364","4","3","77","487","707"
"(2711948)","0.40","13.1","0.46","-1.2","0.22","9.1","","","0.42","45.9","0.43","73.1","0.38","0.36","0.35","0.09","0.37","0.028","0.028","0.42","0.08","","","","","","","0.28","17.0","145.3","69.8","","","23.1","0.44","0.46","46.0","0.43","20.5","8.9","0.41","0.17","0.43","35","20","99","95","15","40","90","35","85","85","99","40","99","99","","15","50","80","(2712755)","81TXE2575 - PK249","2006-03-22","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2008-02-22","7","498","4","3","86","457","819"
"(2712543)","0.21","16.4","0.29","-1.4","0.12","9.6","","","0.21","50.2","0.22","78.2","0.19","0.59","0.16","0.04","0.18","0.030","0.030","0.19","0.30","","","","","","","0.06","9.1","148.6","79.0","","","23.4","0.29","0.33","48.4","0.19","24.0","10.5","0.27","0.17","0.22","10","15","95","90","10","40","80","95","65","75","99","10","99","99","","10","15","80","(2711999)","81TAH2697","2008-03-13","","","","","2011-04-03","5","375","3","2","84","495",""
"(2712609)","0.34","12.1","0.43","0.0","0.12","7.7","","","0.34","58.1","0.35","90.7","0.30","0.48","0.27","0.18","0.27","0.049","0.049","0.33","0.10","","","","","","","0.16","8.9","112.9","66.5","","","18.4","0.39","0.42","47.4","0.34","30.4","12.4","0.36","0.20","0.35","50","40","75","70","30","80","85","95","35","50","99","20","99","99","","75","65","65","(9635102)","81TDK6244","2009-04-11","","","","","2011-04-02","6","372","3","3","84","509",""
"(2712576)","0.41","14.0","0.49","-0.9","0.23","7.3","","","0.44","50.5","0.44","81.1","0.39","0.39","0.36","-0.29","0.39","-0.066","-0.066","0.43","0.63","","","","","","","0.28","12.5","119.1","64.9","","","33.9","0.45","0.48","59.1","0.43","27.8","21.7","0.42","0.19","0.44","25","25","95","85","35","1","25","80","1","60","35","35","30","50","","65","70","70","(9634969)","81TDK6267","2009-04-06","GW LUCKY CHARM 665K","2105876","1704719","LCHMAN LUCKY BUCK 7049C","2011-02-24","6","370","4","2","87","509","874"
"(2712378)","0.40","16.3","0.46","-1.2","0.23","10.3","","","0.42","46.6","0.42","74.7","0.38","0.33","0.34","0.01","0.37","0.003","0.003","0.40","-0.01","","","","","","","0.25","15.8","122.3","59.5","","","27.9","0.43","0.45","51.2","0.43","9.3","10.5","0.40","0.18","0.42","10","20","99","95","4","10","70","50","65","99","99","45","99","99","","55","90","75","(2715899)","EYL023","1993-01-01","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2003-03-23","6","360","2","4","80","435","601"
"(2712246)","0.33","19.3","0.43","-3.3","0.15","12.1","","","0.35","38.6","0.36","62.2","0.28","0.47","0.28","0.03","0.27","0.027","0.027","0.35","0.47","","","","","","","0.17","9.6","146.0","72.6","","","31.9","0.38","0.42","51.2","0.36","37.1","9.6","0.35","0.15","0.36","2","4","99","99","1","2","70","95","75","25","99","20","99","80","","10","35","90","(2712082)","81TAH2741","2008-03-14","","","","","2010-03-06","6","437","1","5","76","521","873"
"(2712147)","0.30","19.7","0.38","-1.3","0.20","9.4","","","0.27","45.9","0.28","71.1","0.30","0.42","0.26","0.00","0.27","0.002","0.002","0.30","0.05","","","","","","","0.11","10.7","121.3","60.4","","","14.1","0.33","0.37","37.0","0.32","11.3","17.2","0.32","0.16","0.28","1","20","99","95","10","99","99","90","2","99","99","30","99","99","","60","90","85","(2715299)","ERD035","1995-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2002-02-06","7","731","6","1","82","460",""
"(2712213)","0.34","13.8","0.44","-2.0","0.12","8.9","","","0.36","42.9","0.36","66.5","0.32","0.53","0.29","0.11","0.29","0.033","0.033","0.35","0.08","","","","","","","0.16","9.8","140.7","73.6","","","29.0","0.39","0.43","50.4","0.35","21.9","17.1","0.36","0.15","0.36","25","10","99","99","15","5","75","95","2","85","99","15","99","99","","20","30","90","(2713350)","81TXD6574","2007-04-13","","","","","2010-03-28","7","370","2","5","76","488","718"
"(2713204)","0.40","17.6","0.47","-0.1","0.22","8.8","","","0.39","44.1","0.39","67.6","0.33","0.23","0.32","-0.06","0.32","0.011","0.011","0.39","0.06","","","","","","","0.20","13.9","111.6","53.5","","","18.6","0.42","0.46","40.6","0.40","-7.0","14.4","0.39","0.15","0.39","4","35","99","99","15","80","99","70","15","99","95","65","99","99","","80","99","90","(2715348)","RD274","2001-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2005-04-01","7","614","3","4","80","506","690"
"(2711982)","0.38","16.1","0.47","-3.7","0.19","6.5","","","0.39","32.7","0.39","50.4","0.36","0.25","0.31","-0.12","0.33","0.004","0.004","0.36","0.58","","","","","","","0.20","14.7","138.3","63.1","","","22.2","0.42","0.47","38.5","0.38","22.0","0.3","0.40","0.11","0.39","10","3","99","99","50","50","99","60","99","80","85","60","99","60","","20","80","99","(2713120)","81TUJ3843","2005-03-09","DLCC SURE-ENUF","(9622416)","(9523368)","DLCC BLACK ENUF 127J","2008-03-14","6","364","2","4","76","479",""
"(2712048)","0.42","14.7","0.50","-2.1","0.26","7.3","","","0.45","45.1","0.46","73.9","0.36","0.38","0.36","-0.07","0.38","-0.030","-0.030","0.43","0.05","","","","","","","0.28","17.1","127.5","62.0","","","34.4","0.47","0.50","56.9","0.44","12.5","23.2","0.45","0.18","0.46","20","10","99","95","35","1","35","35","1","99","95","35","80","99","","45","85","75","(2712751)","81TXE2569","2006-03-21","GW LUCKY CHARM 665K","2105876","1704719","LCHMAN LUCKY BUCK 7049C","2008-02-18","7","428","3","4","81","507","820"
"(2711914)","0.43","6.6","0.50","3.9","0.26","3.9","","","0.44","58.1","0.44","89.6","0.37","0.37","0.36","0.10","0.38","0.044","0.044","0.42","0.32","","","","","","","0.24","12.9","124.6","70.1","","","23.1","0.46","0.49","52.1","0.44","31.8","11.9","0.44","0.20","0.44","99","99","75","70","90","40","65","75","45","45","99","35","99","99","","50","50","65","(2712762)","81TXE2591","2006-03-29","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2008-02-23","7","372","3","4","91","529","676"
"(2713004)","0.33","16.9","0.40","-0.5","0.14","9.6","","","0.35","43.8","0.35","70.2","0.31","0.56","0.28","0.08","0.28","0.027","0.027","0.34","0.04","","","","","","","0.15","6.7","138.3","74.7","","","38.7","0.38","0.41","60.5","0.36","14.3","16.6","0.35","0.17","0.35","10","30","99","95","10","1","20","99","3","95","99","10","99","99","","20","25","80","(2713001)","81TXE2590","2006-03-26","","","","","2009-04-05","7","358","2","5","77","477",""
"(2712806)","0.15","12.4","0.28","0.2","0.06","7.2","","","0.17","50.7","0.17","73.6","0.11","0.39","0.11","-0.06","0.12","-0.004","-0.004","0.13","0.33","","","","","","","0.01","5.0","97.4","60.5","","","19.9","0.22","0.27","45.2","0.13","22.6","17.2","0.21","0.14","0.17","45","45","95","95","35","70","90","99","2","80","95","35","95","95","","95","90","95","(2715951)","WT414","1993-01-01","","","","","2006-04-12","7","555","3","4","85","440","622"
"(2711881)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2739943)","81TDK6149 B9001","2009-03-24","MCC DAYBREAK","2548901","2185781","BOYD NEW DAY 8005","2011-03-05","6","374","3","3","77","505","745"
"(2712773)","0.35","12.6","0.45","-1.9","0.14","7.0","","","0.36","33.8","0.36","50.7","0.36","-0.03","0.30","-0.03","0.30","-0.020","-0.020","0.36","0.16","","","","","","","0.20","12.6","110.8","54.7","","","32.0","0.40","0.44","48.8","0.37","26.3","11.8","0.37","0.11","0.36","40","10","99","99","40","2","80","80","45","65","99","99","90","99","","80","99","99","(2712868)","81TMY8465","2001-02-11","CL 1 DOMINO 246M","(2711403)","(9785825)","CL 1 DOMINO 9126J","2006-03-19","8","528","3","5","83","487",""
"(2712740)","0.41","14.4","0.47","-1.0","0.24","7.1","","","0.43","49.4","0.42","79.9","0.37","0.66","0.34","0.24","0.38","0.079","0.079","0.40","0.07","","","","","","","0.23","14.8","135.4","67.6","","","24.9","0.45","0.48","49.5","0.42","23.5","6.4","0.40","0.19","0.42","20","20","95","85","40","25","75","60","95","75","99","4","99","99","","25","60","70","(2712644)","W438-WT430","1995-03-17","N BAR PRIME TIME D806","2178379","2069651","GARDENS PRIME TIME","2006-03-19","6","372","1","5","82","509",""
"(2712575)","0.33","11.3","0.41","0.1","0.13","5.8","","","0.34","43.6","0.35","69.1","0.30","0.45","0.28","0.03","0.28","0.013","0.013","0.34","0.24","","","","","","","0.16","7.8","126.5","70.0","","","31.2","0.38","0.42","52.9","0.36","25.5","9.7","0.35","0.16","0.35","60","40","99","95","65","2","60","99","75","70","99","25","99","99","","45","50","85","(2712659)","81TSR7050","2004-04-07","","","","","2011-04-12","6","375","2","4","85","462",""
"(2712410)","0.17","6.6","0.32","5.6","0.10","3.8","","","0.18","64.9","0.19","98.2","0.19","0.13","0.18","0.10","0.20","0.011","0.011","0.20","0.04","","","","","","","0.05","12.1","109.0","64.8","","","10.6","0.25","0.31","42.9","0.21","28.1","8.2","0.26","0.21","0.19","99","99","50","55","90","99","95","80","90","60","99","80","99","99","","85","75","55","(2713408)","81TMY8570","2001-02-17","HH ADVANTAGE 767G 1ET","(9813101)","(9726711)","CL 1 DOMINO 500E","2003-02-24","7","677","3","4","94","437",""
"(2712311)","0.45","19.9","0.52","-2.1","0.28","13.2","","","0.46","55.7","0.46","88.3","0.43","0.44","0.38","-0.04","0.41","-0.005","-0.005","0.45","0.13","0.03","-0.30","","","","","0.33","17.9","143.1","69.3","","","24.8","0.49","0.51","52.6","0.48","12.3","18.6","0.44","0.20","0.46","1","10","85","75","1","25","65","25","1","99","95","25","95","99","70","15","50","65","(2711930)","81TAH2596","2008-03-09","MYTTY IN FOCUS","2326312","2185366","S A F FOCUS OF E R","2010-02-16","7","371","5","2","82","509","622"
"(2712344)","0.33","15.2","0.41","-2.0","0.13","1.1","","","0.34","45.1","0.34","71.9","0.27","0.45","0.28","0.07","0.28","0.031","0.031","0.36","0.26","","","","","","","0.18","5.1","130.6","73.6","","","29.0","0.37","0.41","51.4","0.35","26.1","11.4","0.33","0.17","0.34","15","10","99","95","99","5","70","99","50","70","99","25","99","99","","35","30","80","(2711965)","81TAH2646 - BK195","2008-03-07","","","","","2010-03-02","7","371","3","4","74","486","706"
"(2712179)","0.26","13.2","0.35","0.3","0.22","9.8","","","0.28","46.9","0.28","69.4","0.28","0.35","0.27","0.02","0.30","0.005","0.005","0.31","0.00","","","","","","","0.18","11.6","107.4","56.7","","","17.4","0.32","0.34","40.8","0.32","9.8","3.6","0.29","0.14","0.28","35","45","99","95","10","90","99","85","99","99","99","40","99","99","","85","95","95","(2715693)","B97PK015_","1997-01-01","N BAR EMULATION EXT","1923301","(8528659)","EMULATION N BAR 5522","2000-03-22","6","362","3","3","83","461","703"
"(2713170)","0.40","17.2","0.48","-2.0","0.23","10.3","","","0.42","36.7","0.42","57.3","0.35","0.54","0.34","0.17","0.37","0.057","0.057","0.40","0.05","","","","","","","0.22","11.7","123.0","57.6","","","14.9","0.45","0.47","33.1","0.42","17.8","14.6","0.40","0.13","0.42","5","10","99","99","4","99","99","85","15","90","99","15","99","99","","55","95","99","(2715353)","BK042","1990-02-14","N BAR PRIME TIME D806","2178379","2069651","GARDENS PRIME TIME","2006-03-07","7","369","3","4","80","332",""
"(2712014)","0.33","12.7","0.38","-0.2","0.22","6.2","","","0.32","55.6","0.32","90.2","0.34","0.57","0.31","0.23","0.34","0.058","0.058","0.37","0.07","","","","","","","0.15","13.6","151.5","79.4","","","25.4","0.38","0.41","53.1","0.36","34.2","13.2","0.35","0.22","0.32","40","35","85","70","55","25","60","70","25","35","99","10","99","99","","10","10","50","(2713176)","81TUJ3728","2005-03-16","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2008-03-18","7","363","5","2","86","509",""
"(2713137)","0.38","13.3","0.47","-1.3","0.14","9.7","","","0.38","34.9","0.38","49.7","0.27","0.00","0.28","-0.01","0.28","-0.028","-0.028","0.34","-0.12","","","","","","","0.18","13.1","112.7","54.2","","","23.6","0.42","0.46","40.9","0.36","14.0","7.4","0.38","0.09","0.38","35","20","99","99","10","35","99","75","95","95","99","95","80","99","","75","99","99","(2715349)","RD431","2001-02-04","CL1 DOMINO 1172L","(2708700)","(9813101)","HH ADVANTAGE 767G 1ET","2005-03-17","9","508","5","4","83","482",""
"(2711979)","0.42","13.7","0.49","0.4","0.24","5.4","","","0.43","55.1","0.44","88.8","0.39","0.18","0.35","-0.13","0.35","-0.047","-0.047","0.44","0.26","","","","","","","0.26","13.9","108.6","59.4","","","27.3","0.45","0.48","54.8","0.44","25.4","9.8","0.42","0.21","0.44","30","50","85","75","70","15","50","70","75","70","85","75","50","99","","85","90","55","(2713108)","81TUJ3806","2005-03-31","GW LUCKY CHARM 665K","2105876","1704719","LCHMAN LUCKY BUCK 7049C","2008-03-20","8","369","4","4","88","505","649"
"(2712970)","0.37","14.7","0.45","-1.2","0.17","7.4","","","0.36","44.9","0.37","71.1","0.29","0.43","0.29","0.16","0.31","0.041","0.041","0.34","0.12","","","","","","","0.16","5.0","126.4","71.6","","","30.7","0.40","0.44","53.1","0.36","32.5","17.2","0.38","0.16","0.37","20","20","99","95","35","3","60","99","2","40","99","25","99","99","","45","40","85","(2712765)","81TXE2594","2006-02-24","","","","","2009-04-07","8","372","2","6","78","515","684"
"(2712045)","0.33","17.2","0.40","-1.8","0.10","10.5","","","0.33","42.9","0.33","67.2","0.28","0.46","0.28","-0.03","0.28","0.016","0.016","0.33","0.09","","","","","","","0.17","1.3","101.1","61.2","","","26.4","0.37","0.39","47.7","0.36","-1.0","6.0","0.34","0.15","0.33","5","15","99","99","4","15","85","99","95","99","99","20","99","99","","95","85","90","(2715952)","YL111","2007-01-01","","","","","2008-03-01","7","369","3","4","79","442","593"
"(2712937)","0.33","19.9","0.43","-4.9","0.14","12.3","","","0.35","32.0","0.35","50.3","0.33","0.42","0.28","0.03","0.30","0.002","0.002","0.33","-0.01","","","","","","","0.15","7.0","138.4","69.5","","","35.8","0.39","0.42","51.7","0.34","14.7","15.4","0.34","0.11","0.35","1","1","99","99","1","1","70","99","10","95","99","30","99","99","","20","50","99","(2712738)","81TXE2543 - PK217","2006-02-19","","","","","2009-04-09","7","366","4","3","73","476",""
