"ASA Number","Epds>CeAcc","Epds>CeEpd","Epds>BirthWtAcc","Epds>BirthWtEpd","Epds>MceAcc","Epds>MceEpd","Epds>PpaAcc","Epds>PpaEpd","Epds>WeanWtAcc","Epds>WeanWtEpd","Epds>YearlingWtAcc","Epds>YearlingWtEpd","Epds>MarblingAcc","Epds>MarblingEpd","Epds>YieldGradeAcc","Epds>YieldGradeEpd","Epds>BackFatAcc","Epds>BackFatEpd","Epds>BackFatEpd","Epds>RibEyeAcc","Epds>RibEyeEpd","Epds>ShrForceAcc","Epds>ShrForceEpd","Epds>DauWtAcc","Epds>DauWtEpd","Epds>DauHtAcc","Epds>DauHtEpd","Epds>StayAcc","Epds>StayEpd","Epds>Api","Epds>Ti","Epds>FertAcc","Epds>FertEpd","Epds>MilkEpd","Epds>MilkAcc","Epds>MwwAcc","Epds>MwwEpd","Epds>CarcassWtAcc","Epds>CarcassWtEpd","Epds>DocEpd","Epds>DocAcc","Epds>AdgEpd","Epds>AdgAcc","Percentile>CE","Percentile>BW","Percentile>WW","Percentile>YW","Percentile>MCE","Percentile>Milk","Percentile>MWW","Percentile>Stay","Percentile>Doc","Percentile>CW","Percentile>YG","Percentile>Marb","Percentile>BF","Percentile>REA","Percentile>SF","Percentile>API","Percentile>TI","Percentile>ADG","BirthDam>ASA Number","BirthDam>Name","BirthDam>BirthDate","Sire>Name","Sire>ASA Number","Sire>Sire>ASA Number","Sire>Sire>Name","BirthDate","DamProgeny>Total","DamProgeny>Interval","DamProgeny>Males","DamProgeny>Females","DamProgeny>Avg Adj BW","DamProgeny>Avg Adj WW","DamProgeny>Avg Adj YW"
"(2712809)","0.43","13.8","0.49","-0.7","0.24","5.7","","","0.40","38.3","0.40","59.9","0.35","0.12","0.32","-0.02","0.32","0.002","0.002","0.39","-0.02","","","","","","","0.21","11.3","118.1","59.6","","","27.2","0.44","0.48","46.3","0.40","0.0","12.6","0.41","0.14","0.40","25","25","99","99","65","15","90","85","35","99","99","85","99","99","","65","90","95","(2712651)","81TSR7006","2004-03-24","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2006-02-21","7","362","3","4","81","500","669"
"(2712744)","0.34","11.1","0.44","-1.7","0.11","6.9","","","0.34","33.4","0.34","50.2","0.28","0.22","0.26","0.06","0.26","0.015","0.015","0.32","-0.11","","","","","","","0.15","8.0","88.7","48.8","","","33.5","0.38","0.42","50.1","0.34","6.4","13.7","0.34","0.10","0.34","60","15","99","99","45","1","75","99","20","99","99","65","99","99","","99","99","99","(2713071)","81TSR7173","2004-02-18","","","","","2006-03-03","7","619","3","4","84","465","670"
"(2712748)","0.40","14.8","0.48","-0.8","0.23","8.2","","","0.42","47.3","0.42","75.0","0.36","0.70","0.34","0.22","0.36","0.088","0.088","0.41","0.15","","","","","","","0.22","9.7","150.3","77.9","","","20.4","0.44","0.47","44.0","0.43","19.4","9.9","0.41","0.17","0.42","20","25","99","95","20","65","95","95","70","90","99","3","99","99","","10","15","80","(2712393)","81TRA7693 - GR293","2003-03-14","N BAR PRIME TIME D806","2178379","2069651","GARDENS PRIME TIME","2006-03-15","6","368","4","2","86","497","654"
"(2712781)","0.42","19.5","0.48","-3.7","0.23","11.7","","","0.42","37.6","0.43","60.1","0.37","0.85","0.34","0.18","0.33","0.067","0.067","0.43","0.10","","","","","","","0.25","15.9","179.0","80.1","","","20.7","0.44","0.46","39.5","0.44","18.6","12.5","0.39","0.14","0.43","2","3","99","99","2","65","99","45","35","90","99","1","99","99","","1","10","95","(2715493)","GR368","2003-05-15","N BAR PRIME TIME D806","2178379","2069651","GARDENS PRIME TIME","2006-03-17","8","529","6","2","79","453","851"
"(2712761)","0.41","12.6","0.48","-0.4","0.22","6.2","","","0.40","38.3","0.40","57.0","0.35","0.06","0.32","-0.01","0.34","0.016","0.016","0.39","0.00","","","","","","","0.18","16.6","122.5","56.4","","","18.1","0.43","0.47","37.2","0.39","-3.0","12.8","0.40","0.12","0.40","40","30","99","99","55","85","99","40","30","99","99","90","99","99","","55","95","99","(2712860)","81TMZ1244","2000-01-31","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2006-03-17","7","358","4","3","82","504",""
"(2712740)","0.41","14.4","0.47","-1.0","0.24","7.1","","","0.43","49.4","0.42","79.9","0.37","0.66","0.34","0.24","0.38","0.079","0.079","0.40","0.07","","","","","","","0.23","14.8","135.4","67.6","","","24.9","0.45","0.48","49.5","0.42","23.5","6.4","0.40","0.19","0.42","20","20","95","85","40","25","75","60","95","75","99","4","99","99","","25","60","70","(2712644)","W438-WT430","1995-03-17","N BAR PRIME TIME D806","2178379","2069651","GARDENS PRIME TIME","2006-03-19","6","372","1","5","82","509",""
"(2712751)","0.41","15.1","0.49","-2.0","0.25","8.6","","","0.43","40.0","0.43","64.0","0.34","0.83","0.34","0.15","0.35","0.053","0.053","0.42","0.01","","","","","","","0.26","17.1","148.8","67.6","","","22.2","0.46","0.49","42.2","0.42","14.6","17.5","0.41","0.15","0.43","15","10","99","99","20","50","99","35","2","95","99","1","99","99","","10","60","90","(2715419)","BU069","1990-03-17","N BAR PRIME TIME D806","2178379","2069651","GARDENS PRIME TIME","2006-03-21","8","536","3","5","81","448","887"
"(2712783)","0.32","17.0","0.42","-3.9","0.11","10.6","","","0.34","24.6","0.35","37.1","0.31","0.31","0.28","0.05","0.28","-0.004","-0.004","0.34","-0.21","","","","","","","0.13","12.0","109.8","48.7","","","28.8","0.38","0.42","41.0","0.34","6.7","11.8","0.36","0.08","0.35","10","2","99","99","4","10","99","85","45","99","99","45","95","99","","80","99","99","(2715484)","GR217","2003-01-01","HH ADVANCE 3113N 1ET","(2708701)","","","2006-03-21","6","361","4","2","84","419",""
"(2712786)","0.28","14.3","0.35","-2.2","0.19","8.2","","","0.30","44.4","0.30","69.4","0.28","0.51","0.26","0.12","0.28","0.043","0.043","0.31","0.02","","","","","","","0.13","10.0","117.9","62.4","","","22.9","0.35","0.37","45.1","0.31","12.9","3.7","0.32","0.16","0.30","20","10","99","95","20","40","90","95","99","99","99","15","99","99","","65","80","85","(2715913)","GR296","2003-01-01","N BAR PRIME TIME D806","2178379","2069651","GARDENS PRIME TIME","2006-03-24","6","363","3","3","76","466","779"
"(2712088)","0.40","14.2","0.50","-1.4","0.23","8.9","","","0.44","38.2","0.44","60.0","0.38","0.42","0.35","0.27","0.37","0.069","0.069","0.42","-0.06","","","","","","","0.24","15.8","143.7","66.4","","","25.5","0.46","0.48","44.6","0.42","27.9","8.5","0.42","0.14","0.44","25","15","99","99","15","20","95","50","85","60","99","30","99","99","","15","65","95","(2713130)","81TUJ3872","2005-02-22","N BAR PRIME TIME D806","2178379","2069651","GARDENS PRIME TIME","2007-02-17","7","367","4","3","84","490","626"
"(2713366)","0.41","13.8","0.48","0.3","0.25","7.5","","","0.43","48.6","0.43","77.7","0.39","0.34","0.35","0.07","0.36","0.023","0.023","0.42","-0.09","","","","","","","0.26","9.5","104.9","59.2","","","34.3","0.45","0.47","58.5","0.43","5.4","8.3","0.42","0.18","0.43","25","45","95","90","30","1","30","95","90","99","99","40","99","99","","90","90","75","(2713196)","81TJL8907 - BU485","1999-03-15","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2007-03-30","7","365","3","4","88","557","643"
"(2826326)","0.31","9.1","0.38","0.7","0.10","5.4","","","0.33","49.0","0.33","76.4","0.30","0.14","0.28","-0.20","0.28","-0.064","-0.064","0.34","0.13","","","","","","","0.13","5.0","86.2","55.9","","","27.2","0.36","0.39","51.6","0.35","9.2","0.8","0.33","0.17","0.33","85","55","95","90","70","15","70","99","99","99","65","80","30","99","","99","99","80","","","","","","","","2007-04-02","5","367","2","3","85","467","682"
"(2826320)","0.16","10.1","0.25","1.4","0.06","5.7","","","0.18","54.5","0.19","79.7","0.18","0.26","0.18","-0.22","0.18","-0.057","-0.057","0.21","0.43","","","","","","","0.00","3.7","91.5","59.6","","","9.7","0.24","0.28","36.9","0.22","22.6","6.8","0.23","0.16","0.19","75","75","85","90","65","99","99","99","95","80","55","60","40","90","","99","90","85","","","","","","","","2007-04-02","5","352","2","3","87","417","672"
"(2826322)","0.32","17.8","0.39","-3.7","0.09","10.9","","","0.33","35.3","0.32","56.1","0.27","0.29","0.27","-0.22","0.28","-0.038","-0.038","0.31","0.30","","","","","","","0.13","8.3","114.9","58.3","","","30.6","0.37","0.39","48.2","0.33","0.6","8.6","0.34","0.13","0.32","4","3","99","99","3","3","80","99","85","99","55","50","65","99","","70","95","99","","","","","","","","2007-04-02","6","363","3","3","76","453",""
"(2713317)","0.34","9.3","0.42","0.8","0.13","5.9","","","0.36","53.2","0.36","83.7","0.30","0.54","0.29","-0.01","0.30","0.021","0.021","0.35","0.34","","","","","","","0.18","10.5","136.9","76.4","","","26.2","0.38","0.40","52.7","0.36","18.9","-0.3","0.35","0.19","0.36","80","60","90","80","60","20","60","90","99","90","99","15","99","95","","25","20","70","(2715654)","OR370","2004-03-12","","","","","2007-04-09","7","369","2","5","88","507",""
"(2711926)","0.41","15.5","0.48","-1.7","0.23","10.3","","","0.42","46.7","0.42","73.8","0.40","0.55","0.34","0.09","0.35","0.020","0.020","0.42","0.23","","","","","","","0.25","11.2","148.7","76.4","","","26.9","0.45","0.46","50.2","0.43","36.4","16.1","0.40","0.17","0.42","15","15","99","95","4","15","75","90","4","25","99","10","99","99","","10","20","80","(2715500)","PK245","2006-04-07","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2008-02-08","7","362","3","4","78","519","626"
"(2711911)","0.40","8.4","0.46","0.4","0.23","4.9","","","0.42","46.0","0.43","72.0","0.40","0.37","0.36","-0.03","0.40","-0.005","-0.005","0.43","0.25","","","","","","","0.25","17.9","139.3","69.0","","","33.1","0.44","0.47","56.0","0.44","24.4","12.5","0.40","0.16","0.43","90","50","99","95","75","1","45","25","35","75","99","35","95","99","","20","55","85","(2715566)","PK354","2006-02-13","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2008-02-12","6","509","4","2","96","560","753"
"(2712024)","0.37","15.8","0.48","-4.1","0.21","6.6","","","0.40","25.8","0.40","38.7","0.37","0.39","0.33","0.00","0.32","0.010","0.010","0.42","0.14","","","","","","","0.21","16.7","146.7","63.4","","","33.5","0.43","0.46","46.3","0.40","13.2","8.6","0.39","0.08","0.40","15","2","99","99","50","1","90","35","85","99","99","35","99","99","","10","80","99","(2712769)","81TXE2605","2006-03-14","DLCC SURE-ENUF","(9622416)","(9523368)","DLCC BLACK ENUF 127J","2008-02-12","7","423","4","3","84","519","947"
"(2711901)","0.38","15.7","0.48","-4.1","0.22","6.5","","","0.40","31.6","0.40","47.5","0.37","0.42","0.34","0.11","0.36","0.056","0.056","0.40","0.18","","","","","","","0.22","13.9","144.4","65.6","","","18.8","0.44","0.47","34.5","0.41","16.4","0.7","0.41","0.10","0.40","15","2","99","99","50","80","99","70","99","95","99","30","99","99","","15","70","99","(2712759)","81TXE2582 - WT095","2006-03-23","DLCC SURE-ENUF","(9622416)","(9523368)","DLCC BLACK ENUF 127J","2008-02-13","8","368","4","4","81","478",""
"(2712001)","0.40","20.5","0.50","-4.9","0.22","9.4","","","0.40","27.5","0.40","41.8","0.38","0.62","0.35","0.06","0.36","0.041","0.041","0.42","0.20","","","","","","","0.25","17.7","169.4","69.9","","","18.2","0.44","0.48","31.9","0.44","13.0","4.1","0.40","0.09","0.40","1","1","99","99","10","85","99","25","99","99","99","10","99","99","","1","50","99","(2712781)","81TXE2633","2006-03-17","DLCC SURE-ENUF","(9622416)","(9523368)","DLCC BLACK ENUF 127J","2008-02-15","8","422","5","3","79","496",""
"(2711927)","0.42","14.0","0.50","-1.1","0.25","9.9","","","0.43","47.7","0.44","74.2","0.37","0.48","0.35","0.19","0.36","0.052","0.052","0.43","-0.02","","","","","","","0.27","20.1","158.5","73.0","","","22.0","0.46","0.49","45.8","0.42","20.8","22.1","0.43","0.17","0.44","25","20","99","95","10","50","90","5","1","85","99","20","99","99","","3","35","80","(2712803)","81TXE2687","2006-03-20","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2008-02-16","7","366","3","4","83","513","717"
"(2712048)","0.42","14.7","0.50","-2.1","0.26","7.3","","","0.45","45.1","0.46","73.9","0.36","0.38","0.36","-0.07","0.38","-0.030","-0.030","0.43","0.05","","","","","","","0.28","17.1","127.5","62.0","","","34.4","0.47","0.50","56.9","0.44","12.5","23.2","0.45","0.18","0.46","20","10","99","95","35","1","35","35","1","99","95","35","80","99","","45","85","75","(2712751)","81TXE2569","2006-03-21","GW LUCKY CHARM 665K","2105876","1704719","LCHMAN LUCKY BUCK 7049C","2008-02-18","7","428","3","4","81","507","820"
"(2711933)","0.42","16.2","0.49","-3.3","0.22","10.7","","","0.42","34.7","0.42","54.5","0.39","0.39","0.35","0.11","0.37","0.035","0.035","0.40","0.03","","","","","","","0.28","14.7","145.1","67.5","","","33.1","0.46","0.48","50.4","0.44","15.8","2.0","0.42","0.12","0.42","10","4","99","99","3","1","75","60","99","95","99","35","99","99","","15","60","99","(2715620)","PK369","2006-03-23","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2008-02-18","8","429","4","4","78","497",""
"(2711950)","0.38","18.8","0.48","-3.7","0.21","8.2","","","0.40","29.4","0.40","45.7","0.34","0.28","0.33","0.00","0.34","0.035","0.035","0.40","0.33","","","","","","","0.19","14.6","141.5","62.1","","","26.1","0.43","0.47","40.8","0.42","13.6","3.9","0.40","0.10","0.40","2","3","99","99","20","20","99","60","99","99","99","55","99","95","","15","85","99","(2713409)","81TXE2640","2006-03-21","DLCC SURE-ENUF","(9622416)","(9523368)","DLCC BLACK ENUF 127J","2008-02-19","7","366","3","4","82","484",""
"(2712030)","0.42","10.9","0.50","-0.6","0.24","3.3","","","0.42","47.0","0.43","73.1","0.37","0.17","0.34","-0.24","0.36","-0.076","-0.076","0.40","0.42","","","","","","","0.27","15.3","105.9","55.7","","","30.7","0.45","0.49","54.1","0.44","28.3","22.3","0.42","0.16","0.43","65","25","99","95","95","3","55","55","1","60","50","75","20","90","","85","99","85","(2712734)","81TXE2532 - BK384","2006-03-19","GW LUCKY CHARM 665K","2105876","1704719","LCHMAN LUCKY BUCK 7049C","2008-02-20","8","363","4","4","87","510",""
"(2712002)","0.42","9.0","0.50","-0.8","0.25","6.9","","","0.44","44.5","0.45","69.3","0.40","0.34","0.34","0.07","0.36","0.011","0.011","0.42","0.02","","","","","","","0.27","15.3","134.3","68.2","","","30.7","0.46","0.48","52.9","0.43","20.6","14.5","0.42","0.15","0.45","85","25","99","95","45","3","60","55","15","85","99","40","99","99","","30","55","90","(2712738)","81TXE2543 - PK217","2006-02-19","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2008-02-21","7","364","2","5","86","550","886"
